n = 104
31 64 0.753715498938429;
31 65 0.733766233766234;
31 66 0.711409395973154;
31 67 0.713062098501071;
31 68 0.883408071748879;
31 69 0.892177589852008;
31 70 0.895883777239709;
31 71 -0.196531791907514;
31 74 0.741596638655462;
31 75 0.745575221238938;
31 76 0.753056234718826;
31 77 0.76;
31 83 -0.168888888888889;
31 85 -0.232018561484919;
31 89 0.722222222222222;
31 96 0.707650273224044;
31 97 0.741150442477876;
31 99 0.729166666666667;
31 102 0.594202898550725;
31 103 1;
32 33 0.942268041237113;
32 34 0.793258426966292;
32 35 0.749435665914221;
32 36 0.787179487179487;
32 37 0.78372591006424;
32 38 0.740816326530612;
32 39 0.743697478991597;
32 40 0.742765273311897;
32 41 0.758620689655172;
32 42 0.750537634408602;
32 43 0.738493723849372;
32 44 0.725206611570248;
32 45 0.715217391304348;
32 46 0.759753593429158;
32 47 0.776548672566372;
32 48 0.762605042016807;
32 49 0.778947368421053;
32 50 0.761517615176152;
32 51 0.761692650334076;
32 52 0.764826175869121;
32 53 0.760683760683761;
32 54 0.719827586206897;
32 55 0.767590618336887;
32 56 0.717592592592593;
32 57 0.777493606138107;
32 58 0.763848396501458;
32 59 0.751578947368421;
32 60 0.749482401656315;
32 61 0.785046728971963;
32 62 0.742004264392324;
32 63 0.757510729613734;
32 64 0.74639175257732;
32 65 0.746861924686193;
32 66 0.706140350877193;
32 67 0.718220338983051;
32 68 0.938325991189427;
32 69 0.937369519832985;
32 70 0.89838337182448;
32 71 -0.165109034267913;
32 74 0.759834368530021;
32 75 0.752711496746204;
32 76 0.753588516746411;
32 77 0.774891774891775;
32 83 -0.224622030237581;
32 85 -0.2275;
32 89 0.716129032258065;
32 96 0.708955223880597;
32 97 0.756813417190776;
32 99 0.694323144104803;
32 102 0.638655462184874;
32 103 0.819672131147541;
33 34 0.779324055666004;
33 35 0.74749498997996;
33 36 0.770833333333333;
33 37 0.772466539196941;
33 38 0.737793851717902;
33 39 0.740671641791045;
33 40 0.750692520775623;
33 41 0.745247148288973;
33 42 0.748549323017408;
33 43 0.737037037037037;
33 44 0.719266055045872;
33 45 0.714007782101167;
33 46 0.740875912408759;
33 47 0.764822134387352;
33 48 0.753759398496241;
33 49 0.759259259259259;
33 50 0.733812949640288;
33 51 0.756;
33 52 0.756805807622504;
33 53 0.744186046511628;
33 54 0.725;
33 55 0.757225433526012;
33 56 0.714867617107943;
33 57 0.762237762237762;
33 58 0.754430379746835;
33 59 0.742056074766355;
33 60 0.740331491712707;
33 61 0.774193548387097;
33 62 0.731939163498099;
33 63 0.750476190476191;
33 64 0.738888888888889;
33 65 0.732580037664783;
33 66 0.710679611650485;
33 67 0.709981167608286;
33 68 0.93359375;
33 69 0.927374301675978;
33 70 0.887234042553191;
33 71 -0.197222222222222;
33 74 0.748613678373383;
33 75 0.749518304431599;
33 76 0.753715498938429;
33 77 0.765384615384615;
33 83 -0.196531791907514;
33 85 -0.224175824175824;
33 89 0.712621359223301;
33 96 0.724373576309795;
33 97 0.737547892720307;
33 99 0.688715953307393;
33 102 0.642857142857143;
33 103 0.830769230769231;
34 35 0.978165938864629;
34 36 0.954314720812183;
34 37 0.958847736625514;
34 38 0.974409448818898;
34 39 0.967413441955194;
34 40 0.954819277108434;
34 41 0.943983402489627;
34 42 0.968421052631579;
34 43 0.957661290322581;
34 44 0.962;
34 45 0.9581589958159;
34 46 0.934653465346535;
34 47 0.910416666666667;
34 48 0.936991869918699;
34 49 0.948356807511737;
34 50 0.959183673469388;
34 51 0.970338983050847;
34 52 0.974358974358974;
34 53 0.962264150943396;
34 54 0.951882845188284;
34 55 0.920502092050209;
34 56 0.946547884187082;
34 57 0.966921119592875;
34 58 0.972375690607735;
34 59 0.963488843813387;
34 60 0.930555555555556;
34 61 0.93816631130064;
34 62 0.910973084886128;
34 63 0.93801652892562;
34 64 0.970059880239521;
34 65 0.924489795918367;
34 66 0.941299790356394;
34 67 0.914285714285714;
34 68 0.789915966386555;
34 69 0.777327935222672;
34 70 0.75990675990676;
34 71 -0.182926829268293;
34 74 0.942115768463074;
34 75 0.949790794979079;
34 76 0.974537037037037;
34 77 0.967611336032389;
34 83 -0.230932203389831;
34 85 -0.247641509433962;
34 89 0.949473684210526;
34 96 0.905612244897959;
34 97 0.975308641975309;
34 99 0.956140350877193;
34 100 -0.223140495867769;
34 102 0.842105263157895;
34 103 0.672131147540984;
35 36 0.9559902200489;
35 37 0.947698744769874;
35 38 0.94831013916501;
35 39 0.953156822810591;
35 40 0.945244956772334;
35 41 0.957230142566191;
35 42 0.961538461538462;
35 43 0.941649899396378;
35 44 0.941295546558704;
35 45 0.937106918238994;
35 46 0.942115768463074;
35 47 0.91991341991342;
35 48 0.949698189134809;
35 49 0.95609756097561;
35 50 0.962216624685139;
35 51 0.961206896551724;
35 52 0.962075848303393;
35 53 0.95531914893617;
35 54 0.935817805383023;
35 55 0.920833333333333;
35 56 0.929864253393665;
35 57 0.971576227390181;
35 58 0.956410256410256;
35 59 0.947895791583166;
35 60 0.933867735470942;
35 61 0.945054945054945;
35 62 0.911949685534591;
35 63 0.920892494929006;
35 64 0.953722334004024;
35 65 0.931958762886598;
35 66 0.916142557651992;
35 67 0.888888888888889;
35 68 0.758985200845666;
35 69 0.752;
35 70 0.759433962264151;
35 74 0.944223107569721;
35 75 0.948132780082988;
35 76 0.96127562642369;
35 77 0.952586206896552;
35 83 -0.219354838709677;
35 85 -0.214452214452214;
35 89 0.94478527607362;
35 96 0.917525773195876;
35 97 0.958071278825996;
35 99 0.956331877729258;
35 100 -0.228813559322034;
35 102 0.879310344827586;
35 103 0.75;
36 37 0.940191387559809;
36 38 0.928899082568807;
36 39 0.941724941724942;
36 40 0.956666666666667;
36 41 0.966981132075472;
36 42 0.928217821782178;
36 43 0.92018779342723;
36 44 0.925058548009368;
36 45 0.920863309352518;
36 46 0.944444444444444;
36 47 0.945945945945946;
36 48 0.957647058823529;
36 49 0.942528735632184;
36 50 0.956521739130435;
36 51 0.953545232273839;
36 52 0.953917050691244;
36 53 0.956310679611651;
36 54 0.928571428571429;
36 55 0.951219512195122;
36 56 0.944444444444444;
36 57 0.983098591549296;
36 58 0.95166163141994;
36 59 0.936619718309859;
36 60 0.957647058823529;
36 61 0.968;
36 62 0.944578313253012;
36 63 0.937062937062937;
36 64 0.948837209302326;
36 65 0.957142857142857;
36 66 0.882903981264637;
36 67 0.898104265402844;
36 68 0.785888077858881;
36 69 0.786206896551724;
36 70 0.791891891891892;
36 74 0.955503512880562;
36 75 0.942028985507246;
36 76 0.932249322493225;
36 77 0.957894736842105;
36 83 -0.22463768115942;
36 85 -0.198924731182796;
36 89 0.922352941176471;
36 96 0.947674418604651;
36 97 0.931372549019608;
36 99 0.960975609756098;
36 100 -0.306930693069307;
36 102 0.958333333333333;
36 103 0.957446808510638;
37 38 0.941287878787879;
37 39 0.953125;
37 40 0.930635838150289;
37 41 0.930278884462151;
37 42 0.955645161290323;
37 43 0.947674418604651;
37 44 0.948176583493282;
37 45 0.936;
37 46 0.922053231939164;
37 47 0.91468253968254;
37 48 0.931237721021611;
37 49 0.940639269406393;
37 50 0.949880668257757;
37 51 0.958762886597938;
37 52 0.967741935483871;
37 53 0.953629032258065;
37 54 0.952286282306163;
37 55 0.912175648702595;
37 56 0.933760683760684;
37 57 0.948780487804878;
37 58 0.957894736842105;
37 59 0.955165692007797;
37 60 0.917307692307692;
37 61 0.925690021231423;
37 62 0.899009900990099;
37 63 0.916167664670659;
37 64 0.963461538461538;
37 65 0.915354330708661;
37 66 0.929577464788732;
37 67 0.891518737672584;
37 68 0.801635991820041;
37 69 0.778640776699029;
37 70 0.74496644295302;
37 71 -0.166666666666667;
37 74 0.919075144508671;
37 75 0.928429423459245;
37 76 0.963597430406852;
37 77 0.957854406130268;
37 83 -0.207317073170732;
37 85 -0.209195402298851;
37 89 0.939148073022312;
37 96 0.891566265060241;
37 97 0.968127490039841;
37 99 0.974683544303797;
37 100 -0.21551724137931;
37 102 0.80952380952381;
37 103 0.682539682539683;
38 39 0.957486136783734;
38 40 0.950819672131147;
38 41 0.933962264150943;
38 42 0.950191570881226;
38 43 0.941176470588235;
38 44 0.943636363636364;
38 45 0.94990366088632;
38 46 0.920433996383363;
38 47 0.904109589041096;
38 48 0.916201117318436;
38 49 0.932432432432432;
38 50 0.950118764845606;
38 51 0.964356435643564;
38 52 0.956834532374101;
38 53 0.946257197696737;
38 54 0.942857142857143;
38 55 0.912380952380952;
38 56 0.93158953722334;
38 57 0.947004608294931;
38 58 0.9375;
38 59 0.951851851851852;
38 60 0.910583941605839;
38 61 0.925101214574899;
38 62 0.909604519774011;
38 63 0.916824196597353;
38 64 0.943119266055046;
38 65 0.91214953271028;
38 66 0.928846153846154;
38 67 0.904850746268657;
38 68 0.768932038834951;
38 69 0.733826247689464;
38 70 0.722105263157895;
38 74 0.921389396709324;
38 75 0.940839694656489;
38 76 0.964285714285714;
38 77 0.9812734082397;
38 83 -0.18568665377176;
38 85 -0.197826086956522;
38 89 0.938461538461538;
38 96 0.892448512585812;
38 97 0.969639468690702;
38 99 0.953125;
38 100 -0.198529411764706;
38 102 0.80952380952381;
38 103 0.661538461538462;
39 40 0.937677053824363;
39 41 0.92485549132948;
39 42 0.95069033530572;
39 43 0.949626865671642;
39 44 0.943714821763602;
39 45 0.964426877470356;
39 46 0.921641791044776;
39 47 0.918326693227092;
39 48 0.933078393881453;
39 49 0.935779816513762;
39 50 0.952038369304556;
39 51 0.977687626774848;
39 52 0.960966542750929;
39 53 0.946428571428571;
39 54 0.968871595330739;
39 55 0.908023483365949;
39 56 0.924335378323108;
39 57 0.947743467933492;
39 58 0.951530612244898;
39 59 0.973333333333333;
39 60 0.915413533834586;
39 61 0.918580375782881;
39 62 0.91812865497076;
39 63 0.91412213740458;
39 64 0.977443609022556;
39 65 0.909090909090909;
39 66 0.932938856015779;
39 67 0.914893617021277;
39 68 0.767395626242545;
39 69 0.74236641221374;
39 70 0.722222222222222;
39 74 0.923076923076923;
39 75 0.940944881889764;
39 76 0.96969696969697;
39 77 0.958333333333333;
39 83 -0.202380952380952;
39 85 -0.21123595505618;
39 89 0.958333333333333;
39 96 0.917647058823529;
39 97 0.970588235294118;
39 99 0.963114754098361;
39 100 -0.256;
39 102 0.842105263157895;
39 103 0.636363636363636;
40 41 0.951704545454545;
40 42 0.922155688622755;
40 43 0.952513966480447;
40 44 0.947513812154696;
40 45 0.92463768115942;
40 46 0.925414364640884;
40 47 0.926380368098159;
40 48 0.933908045977011;
40 49 0.949152542372881;
40 50 0.956521739130435;
40 51 0.943019943019943;
40 52 0.96969696969697;
40 53 0.954819277108434;
40 54 0.943502824858757;
40 55 0.937321937321937;
40 56 0.957983193277311;
40 57 0.979933110367893;
40 58 0.942567567567568;
40 59 0.943820224719101;
40 60 0.958217270194986;
40 61 0.9875;
40 62 0.931428571428571;
40 63 0.96045197740113;
40 64 0.935933147632312;
40 65 0.917613636363636;
40 66 0.885386819484241;
40 67 0.917142857142857;
40 68 0.782089552238806;
40 69 0.763586956521739;
40 70 0.748299319727891;
40 74 0.950276243093923;
40 75 0.951428571428571;
40 76 0.938775510204082;
40 77 0.954081632653061;
40 89 0.930635838150289;
40 96 0.938848920863309;
40 97 0.955621301775148;
40 99 0.944954128440367;
40 102 1;
40 103 1;
41 42 0.93158953722334;
41 43 0.918095238095238;
41 44 0.925287356321839;
41 45 0.914807302231237;
41 46 0.963946869070209;
41 47 0.946502057613169;
41 48 0.968688845401174;
41 49 0.948598130841122;
41 50 0.973557692307692;
41 51 0.943632567849687;
41 52 0.945179584120983;
41 53 0.961616161616162;
41 54 0.911823647294589;
41 55 0.962;
41 56 0.913865546218487;
41 57 0.97051597051597;
41 58 0.969309462915601;
41 59 0.929961089494163;
41 60 0.96551724137931;
41 61 0.961538461538462;
41 62 0.95427435387674;
41 63 0.931297709923664;
41 64 0.936416184971098;
41 65 0.968503937007874;
41 66 0.888663967611336;
41 67 0.911417322834646;
41 68 0.773469387755102;
41 69 0.746666666666667;
41 70 0.74835886214442;
41 71 -0.171091445427729;
41 74 0.969230769230769;
41 75 0.963855421686747;
41 76 0.926829268292683;
41 77 0.962962962962963;
41 83 -0.246435845213849;
41 85 -0.228187919463087;
41 89 0.913385826771654;
41 96 0.951219512195122;
41 97 0.932135728542914;
41 99 0.98326359832636;
41 100 -0.255639097744361;
41 102 1;
41 103 0.966101694915254;
42 43 0.941176470588235;
42 44 0.945736434108527;
42 45 0.938398357289528;
42 46 0.930635838150289;
42 47 0.908141962421712;
42 48 0.924752475247525;
42 49 0.941176470588235;
42 50 0.961240310077519;
42 51 0.959915611814346;
42 52 0.961612284069098;
42 53 0.950920245398773;
42 54 0.941176470588235;
42 55 0.908722109533469;
42 56 0.926565874730022;
42 57 0.95;
42 58 0.939890710382514;
42 59 0.952662721893491;
42 60 0.906614785992218;
42 61 0.917391304347826;
42 62 0.919517102615694;
42 63 0.921212121212121;
42 64 0.94921875;
42 65 0.912;
42 66 0.917695473251029;
42 67 0.88622754491018;
42 68 0.761316872427984;
42 69 0.733727810650888;
42 70 0.726495726495726;
42 74 0.91796875;
42 75 0.930894308943089;
42 76 0.955223880597015;
42 77 0.957692307692308;
42 83 -0.199186991869919;
42 85 -0.208430913348946;
42 89 0.940329218106996;
42 96 0.895104895104895;
42 97 0.959514170040486;
42 99 0.965217391304348;
42 100 -0.226277372262774;
42 102 0.826771653543307;
42 103 0.661538461538462;
43 44 0.927374301675978;
43 45 0.928994082840237;
43 46 0.913123844731978;
43 47 0.906560636182903;
43 48 0.92952380952381;
43 49 0.903669724770642;
43 50 0.926190476190476;
43 51 0.95959595959596;
43 52 0.957642725598527;
43 53 0.950884086444008;
43 54 0.939453125;
43 55 0.895752895752896;
43 56 0.937246963562753;
43 57 0.945368171021378;
43 58 0.947103274559194;
43 59 0.939508506616257;
43 60 0.908752327746741;
43 61 0.920081967213115;
43 62 0.887814313346228;
43 63 0.910815939278937;
43 64 0.949343339587242;
43 65 0.898467432950192;
43 66 0.925049309664694;
43 67 0.895635673624288;
43 68 0.757455268389662;
43 69 0.732075471698113;
43 70 0.703389830508475;
43 74 0.910946196660482;
43 75 0.923976608187134;
43 76 0.951063829787234;
43 77 0.950570342205323;
43 83 -0.216269841269841;
43 85 -0.232142857142857;
43 89 0.927875243664717;
43 96 0.882352941176471;
43 97 0.957281553398058;
43 99 0.959839357429719;
43 100 -0.2265625;
43 102 0.829059829059829;
43 103 0.642857142857143;
44 45 0.931640625;
44 46 0.910091743119266;
44 47 0.902777777777778;
44 48 0.911320754716981;
44 49 0.972477064220184;
44 50 0.946987951807229;
44 51 0.947791164658635;
44 52 0.961678832116788;
44 53 0.94541910331384;
44 54 0.941972920696325;
44 55 0.903474903474903;
44 56 0.941056910569106;
44 57 0.946009389671362;
44 58 0.931122448979592;
44 59 0.949438202247191;
44 60 0.924214417744917;
44 61 0.919753086419753;
44 62 0.91412213740458;
44 63 0.915547024952015;
44 64 0.942379182156134;
44 65 0.9146110056926;
44 66 0.923828125;
44 67 0.882575757575758;
44 68 0.753937007874016;
44 69 0.718574108818011;
44 70 0.707264957264957;
44 74 0.91635687732342;
44 75 0.924710424710425;
44 76 0.951063829787234;
44 77 0.977358490566038;
44 83 -0.190196078431373;
44 85 -0.186666666666667;
44 89 0.937377690802348;
44 96 0.89838337182448;
44 97 0.959537572254335;
44 99 0.96078431372549;
44 100 -0.233082706766917;
44 102 0.853658536585366;
44 103 0.6875;
45 46 0.903288201160542;
45 47 0.91340206185567;
45 48 0.915851272015656;
45 49 0.931372549019608;
45 50 0.946428571428571;
45 51 0.960662525879917;
45 52 0.94980694980695;
45 53 0.939024390243902;
45 54 0.961923847695391;
45 55 0.888438133874239;
45 56 0.908496732026144;
45 57 0.941176470588235;
45 58 0.932642487046632;
45 59 0.962890625;
45 60 0.894324853228963;
45 61 0.908496732026144;
45 62 0.913654618473896;
45 63 0.897590361445783;
45 64 0.955339805825243;
45 65 0.899799599198397;
45 66 0.924151696606786;
45 67 0.903353057199211;
45 68 0.741935483870968;
45 69 0.715415019762846;
45 70 0.694760820045558;
45 74 0.910331384015595;
45 75 0.947895791583166;
45 76 0.961968680089485;
45 77 0.930612244897959;
45 83 -0.192946058091286;
45 85 -0.186480186480186;
45 89 0.95850622406639;
45 96 0.904878048780488;
45 97 0.96734693877551;
45 99 0.93574297188755;
45 100 -0.262295081967213;
45 102 0.852459016393443;
45 103 0.682539682539683;
46 47 0.943025540275049;
46 48 0.960893854748603;
46 49 0.936073059360731;
46 50 0.945497630331754;
46 51 0.928853754940711;
46 52 0.933092224231465;
46 53 0.94015444015444;
46 54 0.910133843212237;
46 55 0.94263862332696;
46 56 0.904665314401623;
46 57 0.956221198156682;
46 58 0.9525;
46 59 0.916201117318436;
46 60 0.946788990825688;
46 61 0.940936863543788;
46 62 0.931558935361217;
46 63 0.903041825095057;
46 64 0.920810313075506;
46 65 0.956766917293233;
46 66 0.895752895752896;
46 67 0.900749063670412;
46 68 0.763671875;
46 69 0.747211895910781;
46 70 0.733615221987315;
46 74 0.974405850091408;
46 75 0.958095238095238;
46 76 0.926160337552743;
46 77 0.942965779467681;
46 83 -0.233463035019455;
46 85 -0.210065645514223;
46 89 0.915057915057915;
46 96 0.940503432494279;
46 97 0.927893738140417;
46 99 0.953307392996109;
46 100 -0.264705882352941;
46 102 0.984126984126984;
46 103 0.938461538461538;
47 48 0.965656565656566;
47 49 0.930555555555556;
47 50 0.928746928746929;
47 51 0.920770877944325;
47 52 0.919607843137255;
47 53 0.931392931392931;
47 54 0.923553719008264;
47 55 0.927536231884058;
47 56 0.883516483516483;
47 57 0.944444444444444;
47 58 0.945054945054945;
47 59 0.911468812877264;
47 60 0.944333996023857;
47 61 0.920704845814978;
47 62 0.94020618556701;
47 63 0.894736842105263;
47 64 0.91501976284585;
47 65 0.935091277890467;
47 66 0.910602910602911;
47 67 0.910569105691057;
47 68 0.780082987551867;
47 69 0.756048387096774;
47 70 0.743181818181818;
47 71 -0.194202898550725;
47 74 0.944554455445545;
47 75 0.958333333333333;
47 76 0.926339285714286;
47 77 0.933852140077821;
47 83 -0.251585623678647;
47 85 -0.233173076923077;
47 89 0.911392405063291;
47 96 0.949367088607595;
47 97 0.929606625258799;
47 99 0.963800904977376;
47 100 -0.279279279279279;
47 102 1;
47 103 0.967213114754098;
48 49 0.94954128440367;
48 50 0.953658536585366;
48 51 0.932926829268293;
48 52 0.938432835820896;
48 53 0.946428571428571;
48 54 0.92156862745098;
48 55 0.93503937007874;
48 56 0.888888888888889;
48 57 0.957345971563981;
48 58 0.953846153846154;
48 59 0.920604914933837;
48 60 0.954631379962193;
48 61 0.94327731092437;
48 62 0.935420743639922;
48 63 0.908382066276803;
48 64 0.937853107344633;
48 65 0.953398058252427;
48 66 0.904109589041096;
48 67 0.908571428571429;
48 68 0.769230769230769;
48 69 0.758620689655172;
48 70 0.73202614379085;
48 74 0.954887218045113;
48 75 0.962890625;
48 76 0.934182590233546;
48 77 0.938461538461538;
48 83 -0.228915662650602;
48 85 -0.214932126696833;
48 89 0.920477137176938;
48 96 0.942857142857143;
48 97 0.937254901960784;
48 99 0.952191235059761;
48 100 -0.248;
48 102 0.983739837398374;
48 103 0.938461538461538;
49 50 0.944954128440367;
49 51 0.95049504950495;
49 52 0.95067264573991;
49 53 0.942105263157895;
49 54 0.946078431372549;
49 55 0.905940594059406;
49 56 0.917159763313609;
49 57 0.963636363636364;
49 58 0.92;
49 59 0.927272727272727;
49 60 0.95045045045045;
49 61 0.947619047619048;
49 62 0.94392523364486;
49 63 0.932735426008969;
49 64 0.936073059360731;
49 65 0.930555555555556;
49 66 0.960591133004926;
49 67 0.892523364485981;
49 68 0.790697674418605;
49 69 0.768181818181818;
49 70 0.757009345794392;
49 71 -0.287735849056604;
49 72 -0.237209302325581;
49 73 -0.256880733944954;
49 74 0.934883720930233;
49 75 0.942583732057416;
49 76 0.943589743589744;
49 77 0.960526315789474;
49 83 -0.293814432989691;
49 84 -0.321428571428571;
49 85 -0.360189573459716;
49 89 0.935960591133005;
49 96 0.9;
49 97 0.95260663507109;
50 51 0.969465648854962;
50 52 0.969339622641509;
50 53 0.966836734693878;
50 54 0.941919191919192;
50 55 0.942065491183879;
50 56 0.924528301886792;
50 57 0.957865168539326;
50 58 0.951566951566952;
50 59 0.961070559610706;
50 60 0.954761904761905;
50 61 0.960106382978723;
50 62 0.950248756218905;
50 63 0.950118764845606;
50 64 0.956834532374101;
50 65 0.948655256723716;
50 66 0.926395939086294;
50 67 0.918114143920596;
50 68 0.765463917525773;
50 69 0.754137115839243;
50 70 0.737430167597765;
50 71 -0.165137614678899;
50 74 0.952038369304556;
50 75 0.959798994974874;
50 76 0.955555555555556;
50 77 0.949579831932773;
50 83 -0.20671834625323;
50 85 -0.246113989637306;
50 89 0.940740740740741;
50 96 0.941176470588235;
50 97 0.955223880597015;
50 99 0.968253968253968;
50 102 1;
51 52 0.976331360946746;
51 53 0.962105263157895;
51 54 0.965163934426229;
51 55 0.929313929313929;
51 56 0.941834451901566;
51 57 0.954773869346734;
51 58 0.957333333333333;
51 59 0.977777777777778;
51 60 0.918326693227092;
51 61 0.928571428571429;
51 62 0.930184804928131;
51 63 0.927385892116183;
51 64 0.976;
51 65 0.922290388548057;
51 66 0.921649484536082;
51 67 0.905930470347648;
51 68 0.771670190274841;
51 69 0.76056338028169;
51 70 0.755244755244755;
51 74 0.92814371257485;
51 75 0.942857142857143;
51 76 0.962529274004684;
51 77 0.959677419354839;
51 83 -0.197002141327623;
51 85 -0.215777262180974;
51 89 0.961945031712474;
51 96 0.921518987341772;
51 97 0.968879668049793;
51 99 0.97008547008547;
51 100 -0.211009174311927;
51 102 0.814432989690722;
51 103 0.647058823529412;
52 53 0.967307692307692;
52 54 0.952198852772467;
52 55 0.927342256214149;
52 56 0.94949494949495;
52 57 0.969907407407407;
52 58 0.95273631840796;
52 59 0.966604823747681;
52 60 0.928832116788321;
52 61 0.945344129554656;
52 62 0.924953095684803;
52 63 0.945075757575758;
52 64 0.968807339449541;
52 65 0.923220973782772;
52 66 0.930635838150289;
52 67 0.902621722846442;
52 68 0.780155642023346;
52 69 0.755555555555556;
52 70 0.732217573221757;
52 71 -0.162534435261708;
52 74 0.93394495412844;
52 75 0.944550669216061;
52 76 0.968421052631579;
52 77 0.966292134831461;
52 83 -0.211650485436893;
52 85 -0.216630196936543;
52 89 0.947876447876448;
52 96 0.912844036697248;
52 97 0.973434535104364;
52 99 0.976470588235294;
52 100 -0.225563909774436;
52 102 0.853658536585366;
52 103 0.672131147540984;
53 54 0.93265306122449;
53 55 0.938775510204082;
53 56 0.932754880694143;
53 57 0.964285714285714;
53 58 0.966145833333333;
53 59 0.958498023715415;
53 60 0.935672514619883;
53 61 0.928104575163399;
53 62 0.933198380566802;
53 63 0.941295546558704;
53 64 0.953216374269006;
53 65 0.94234592445328;
53 66 0.925773195876289;
53 67 0.912;
53 68 0.773858921161826;
53 69 0.748031496062992;
53 70 0.729545454545454;
53 74 0.949119373776908;
53 75 0.946830265848671;
53 76 0.948660714285714;
53 77 0.970833333333333;
53 83 -0.239350912778905;
53 85 -0.205607476635514;
53 89 0.933601609657948;
53 96 0.926829268292683;
53 97 0.956;
53 99 0.976470588235294;
53 100 -0.244444444444444;
53 102 0.904;
53 103 0.784615384615385;
54 55 0.898;
54 56 0.920258620689655;
54 57 0.949152542372881;
54 58 0.937823834196891;
54 59 0.960707269155206;
54 60 0.89922480620155;
54 61 0.90343347639485;
54 62 0.907114624505929;
54 63 0.894211576846307;
54 64 0.961612284069098;
54 65 0.893069306930693;
54 66 0.928;
54 67 0.902390438247012;
54 68 0.760736196319018;
54 69 0.726027397260274;
54 70 0.704845814977974;
54 74 0.911196911196911;
54 75 0.933723196881092;
54 76 0.964044943820225;
54 77 0.950207468879668;
54 83 -0.190184049079755;
54 85 -0.189931350114416;
54 89 0.973360655737705;
54 96 0.91747572815534;
54 97 0.973947895791583;
54 99 0.950819672131147;
54 100 -0.24812030075188;
54 102 0.83739837398374;
54 103 0.723076923076923;
55 56 0.896995708154506;
55 57 0.95343137254902;
55 58 0.94973544973545;
55 59 0.91796875;
55 60 0.936046511627907;
55 61 0.937901498929336;
55 62 0.940357852882704;
55 63 0.907815631262525;
55 64 0.906976744186046;
55 65 0.954545454545455;
55 66 0.878787878787879;
55 67 0.889763779527559;
55 68 0.782340862422998;
55 69 0.754420432220039;
55 70 0.741573033707865;
55 74 0.948176583493282;
55 75 0.94234592445328;
55 76 0.902869757174393;
55 77 0.959183673469388;
55 83 -0.232989690721649;
55 85 -0.20979020979021;
55 89 0.896969696969697;
55 96 0.940047961630695;
55 97 0.913480885311871;
55 99 0.963562753036437;
55 100 -0.272727272727273;
55 102 0.967213114754098;
55 103 1;
56 57 0.957104557640751;
56 58 0.927113702623907;
56 59 0.925311203319502;
56 60 0.909836065573771;
56 61 0.914746543778802;
56 62 0.889830508474576;
56 63 0.924843423799583;
56 64 0.923711340206186;
56 65 0.892177589852008;
56 66 0.904347826086957;
56 67 0.869198312236287;
56 68 0.74398249452954;
56 69 0.717255717255717;
56 70 0.703962703962704;
56 74 0.909465020576132;
56 75 0.905172413793103;
56 76 0.921052631578947;
56 77 0.9182156133829;
56 89 0.917211328976035;
56 96 0.889763779527559;
56 97 0.931623931623932;
56 99 0.967871485943775;
56 100 -0.230769230769231;
56 102 0.840336134453782;
56 103 0.660714285714286;
57 58 0.943181818181818;
57 59 0.95;
57 60 0.967136150234742;
57 61 0.989389920424403;
57 62 0.953771289537713;
57 63 0.963325183374083;
57 64 0.950934579439252;
57 65 0.957244655581948;
57 66 0.91421568627451;
57 67 0.91304347826087;
57 68 0.79950495049505;
57 69 0.771764705882353;
57 70 0.732782369146005;
57 71 -0.170731707317073;
57 74 0.965116279069767;
57 75 0.961259079903148;
57 76 0.960674157303371;
57 77 0.939698492462312;
57 83 -0.204819277108434;
57 85 -0.2075;
57 89 0.934466019417476;
57 96 0.94413407821229;
57 97 0.96144578313253;
57 99 0.949790794979079;
57 102 1;
57 103 1;
58 59 0.949748743718593;
58 60 0.944584382871537;
58 61 0.949152542372881;
58 62 0.928759894459103;
58 63 0.92051282051282;
58 64 0.946700507614213;
58 65 0.948453608247423;
58 66 0.903394255874674;
58 67 0.923664122137405;
58 68 0.796791443850267;
58 69 0.76865671641791;
58 70 0.782738095238095;
58 71 -0.210714285714286;
58 74 0.959697732997481;
58 75 0.956410256410256;
58 76 0.958333333333333;
58 77 0.98;
58 83 -0.253369272237197;
58 85 -0.251282051282051;
58 89 0.930591259640103;
58 96 0.927152317880795;
58 97 0.953488372093023;
58 99 0.97979797979798;
58 100 -0.166666666666667;
58 102 0.934426229508197;
58 103 1;
59 60 0.914179104477612;
59 61 0.917184265010352;
59 62 0.937984496124031;
59 63 0.916179337231969;
59 64 0.971698113207547;
59 65 0.907869481765835;
59 66 0.92578125;
59 67 0.901140684410646;
59 68 0.771653543307087;
59 69 0.744761904761905;
59 70 0.73695652173913;
59 74 0.926415094339623;
59 75 0.940269749518304;
59 76 0.959488272921109;
59 77 0.958490566037736;
59 83 -0.197211155378486;
59 85 -0.193763919821826;
59 89 0.956262425447316;
59 96 0.92688679245283;
59 97 0.96875;
59 99 0.968253968253968;
59 100 -0.24390243902439;
59 102 0.851239669421488;
59 103 0.692307692307692;
60 61 0.971602434077079;
60 62 0.940613026819923;
60 63 0.923224568138196;
60 64 0.916201117318436;
60 65 0.958412098298677;
60 66 0.892367906066536;
60 67 0.901140684410646;
60 68 0.767258382642998;
60 69 0.737335834896811;
60 70 0.729211087420043;
60 74 0.959334565619224;
60 75 0.946153846153846;
60 76 0.916666666666667;
60 77 0.958174904942966;
60 83 -0.240157480314961;
