n = 77
35 49 -0.523529411764706;
35 50 -0.497005988023952;
35 51 -0.524096385542169;
35 52 -0.384615384615385;
35 61 -0.469512195121951;
35 66 0.688888888888889;
35 67 -0.496402877697842;
35 68 -0.511494252873563;
35 72 -0.458015267175573;
35 76 -0.5;
36 37 0.852941176470588;
36 38 0.931972789115646;
36 46 0.726744186046512;
36 47 0.660714285714286;
36 48 0.708029197080292;
36 50 0.714285714285714;
36 52 0.692307692307692;
36 60 0.739130434782609;
36 61 0.672514619883041;
36 66 -0.372093023255814;
36 67 0.666666666666667;
36 75 0.65979381443299;
37 38 0.876923076923077;
37 60 0.666666666666667;
38 46 0.688524590163934;
38 50 0.652173913043478;
38 52 0.8;
38 53 0.66875;
38 60 0.713286713286713;
38 61 0.685082872928177;
38 65 -0.397727272727273;
38 74 0.695238095238095;
38 75 0.916666666666667;
38 76 0.67741935483871;
39 40 0.905882352941176;
39 41 0.835526315789474;
39 42 0.874285714285714;
39 43 0.881944444444444;
39 44 0.808988764044944;
39 45 0.874074074074074;
39 47 -0.441176470588235;
39 48 -0.51006711409396;
39 49 -0.465909090909091;
39 50 -0.429378531073446;
39 51 -0.45;
39 54 0.751515151515151;
39 58 0.857954545454545;
39 59 0.887573964497041;
39 64 0.903846153846154;
39 68 -0.438202247191011;
39 69 0.782608695652174;
39 70 0.938202247191011;
39 72 -0.381294964028777;
39 73 0.887640449438202;
39 75 -0.390625;
39 76 -0.482758620689655;
40 41 0.856353591160221;
40 42 0.904306220095694;
40 43 0.893258426966292;
40 44 0.876777251184834;
40 45 0.932885906040268;
40 47 -0.430693069306931;
40 48 -0.421348314606742;
40 49 -0.444976076555024;
40 50 -0.468085106382979;
40 51 -0.44390243902439;
40 54 0.69;
40 58 0.876777251184834;
40 59 0.907514450867052;
40 64 0.888297872340426;
40 66 0.697674418604651;
40 67 -0.372670807453416;
40 68 -0.411214953271028;
40 69 0.86144578313253;
40 70 0.908653846153846;
40 73 0.906779661016949;
40 76 -0.493975903614458;
41 42 0.864130434782609;
41 43 0.826589595375723;
41 44 0.838709677419355;
41 45 0.832;
41 46 -0.368131868131868;
41 47 -0.463687150837989;
41 48 -0.439306358381503;
41 49 -0.47027027027027;
41 50 -0.518292682926829;
41 51 -0.477777777777778;
41 58 0.82258064516129;
41 59 0.888888888888889;
41 61 -0.379888268156425;
41 64 0.858024691358025;
41 66 0.707317073170732;
41 67 -0.453237410071942;
41 68 -0.426315789473684;
41 69 0.804195804195804;
41 70 0.842391304347826;
41 72 -0.374149659863946;
41 73 0.848739495798319;
41 76 -0.482758620689655;
42 43 0.862637362637363;
42 44 0.874418604651163;
42 45 0.887417218543046;
42 47 -0.439613526570048;
42 48 -0.446927374301676;
42 49 -0.462616822429907;
42 50 -0.481675392670157;
42 51 -0.473684210526316;
42 54 0.693069306930693;
42 58 0.861111111111111;
42 59 0.943502824858757;
42 61 -0.371428571428571;
42 64 0.920634920634921;
42 67 -0.403614457831325;
42 68 -0.41743119266055;
42 69 0.847953216374269;
42 70 0.897674418604651;
42 72 -0.374301675977654;
42 73 0.909090909090909;
42 75 -0.377551020408163;
42 76 -0.50561797752809;
43 44 0.808743169398907;
43 45 0.873949579831933;
43 47 -0.422857142857143;
43 48 -0.391566265060241;
43 49 -0.423913043478261;
43 50 -0.459119496855346;
43 51 -0.4375;
43 54 0.664705882352941;
43 58 0.860215053763441;
43 59 0.889655172413793;
43 64 0.9125;
43 68 -0.39572192513369;
43 69 0.814569536423841;
43 70 0.888888888888889;
43 73 0.878504672897196;
43 76 -0.533333333333333;
44 45 0.870967741935484;
44 46 -0.419811320754717;
44 47 -0.497607655502392;
44 48 -0.494444444444444;
44 49 -0.509259259259259;
44 50 -0.536082474226804;
44 51 -0.504716981132076;
44 52 -0.461538461538462;
44 54 0.684729064039409;
44 58 0.830275229357798;
44 59 0.875706214689266;
44 61 -0.419047619047619;
44 64 0.853403141361257;
44 67 -0.487951807228916;
44 68 -0.468181818181818;
44 69 0.842105263157895;
44 70 0.814814814814815;
44 72 -0.410112359550562;
44 73 0.852459016393443;
44 75 -0.381443298969072;
44 76 -0.488636363636364;
45 46 -0.469798657718121;
45 47 -0.493421052631579;
45 48 -0.552631578947368;
45 49 -0.493506493506494;
45 50 -0.483660130718954;
45 51 -0.496688741721854;
45 52 -1;
45 53 -0.414814814814815;
45 54 0.673913043478261;
45 58 0.850649350649351;
45 59 0.888888888888889;
45 60 -0.446428571428571;
45 61 -0.445945945945946;
45 64 0.886524822695035;
45 66 0.894736842105263;
45 67 -0.428571428571429;
45 68 -0.480769230769231;
45 69 0.801587301587302;
45 70 0.882352941176471;
45 72 -0.401574803149606;
45 73 0.893203883495146;
45 75 -0.424657534246575;
45 76 -0.523809523809524;
46 47 0.878048780487805;
46 48 0.865921787709497;
46 49 0.811320754716981;
46 50 0.936507936507937;
46 51 0.820754716981132;
46 52 1;
46 54 -0.479591836734694;
46 55 -0.450704225352113;
46 56 -0.511904761904762;
46 57 -0.45398773006135;
46 59 -0.376404494382022;
46 60 0.675324675324675;
46 61 0.902912621359223;
46 62 -0.530927835051546;
46 63 -0.464;
46 65 -0.565853658536585;
46 66 -0.6;
46 67 0.957055214723926;
46 68 0.762790697674419;
46 69 -0.369942196531792;
46 71 -0.475;
46 72 0.706896551724138;
46 76 0.654761904761905;
47 48 0.883040935672515;
47 49 0.952380952380952;
47 50 0.962765957446808;
47 51 0.945812807881773;
47 52 1;
47 53 0.714285714285714;
47 54 -0.549222797927461;
47 55 -0.5;
47 56 -0.590062111801242;
47 57 -0.515337423312883;
47 58 -0.428571428571429;
47 59 -0.436781609195402;
47 61 0.96078431372549;
47 62 -0.590673575129534;
47 63 -0.471544715447154;
47 64 -0.406417112299465;
47 65 -0.654822335025381;
47 66 -0.8;
47 67 0.950617283950617;
47 68 0.868544600938967;
47 69 -0.515151515151515;
47 70 -0.376190476190476;
47 71 -0.596491228070175;
47 72 0.835294117647059;
47 73 -0.415254237288136;
47 75 0.705263157894737;
47 76 0.686046511627907;
48 49 0.910112359550562;
48 50 0.898089171974522;
48 51 0.898876404494382;
48 52 1;
48 54 -0.635838150289017;
48 55 -0.51685393258427;
48 56 -0.58273381294964;
48 57 -0.532846715328467;
48 58 -0.396648044692737;
48 59 -0.516556291390728;
48 61 0.810344827586207;
48 62 -0.60377358490566;
48 63 -0.469565217391304;
48 64 -0.435897435897436;
48 65 -0.622857142857143;
48 66 -0.634146341463415;
48 67 0.845588235294118;
48 68 0.830601092896175;
48 69 -0.492753623188406;
48 70 -0.391061452513966;
48 71 -0.584745762711864;
48 72 0.746478873239437;
48 76 0.693333333333333;
49 50 0.911917098445596;
49 51 0.947619047619048;
49 52 1;
49 53 0.672043010752688;
49 54 -0.56;
49 55 -0.47906976744186;
49 56 -0.574850299401198;
49 57 -0.511904761904762;
49 58 -0.442396313364055;
49 59 -0.474576271186441;
49 61 0.894736842105263;
49 62 -0.580808080808081;
49 63 -0.467741935483871;
49 64 -0.447916666666667;
49 65 -0.647058823529412;
49 66 -0.659090909090909;
49 67 0.86144578313253;
49 68 0.876712328767123;
49 69 -0.529069767441861;
49 70 -0.401869158878505;
49 71 -0.565573770491803;
49 72 0.859550561797753;
49 73 -0.39344262295082;
49 75 0.701030927835051;
49 76 0.670454545454545;
50 51 0.921465968586387;
50 52 1;
50 53 0.779141104294479;
50 54 -0.605555555555556;
50 55 -0.538860103626943;
50 56 -0.537037037037037;
50 57 -0.461538461538462;
50 58 -0.474226804123711;
50 59 -0.446327683615819;
50 61 0.952127659574468;
50 62 -0.571428571428571;
50 63 -0.488188976377953;
50 64 -0.447058823529412;
50 65 -0.679347826086957;
50 66 -0.651162790697674;
50 67 0.939759036144578;
50 68 0.903061224489796;
50 69 -0.550335570469799;
50 70 -0.416666666666667;
50 71 -0.547008547008547;
50 72 0.890322580645161;
50 73 -0.474747474747475;
50 75 0.815789473684211;
50 76 0.797101449275362;
51 52 1;
51 53 0.684491978609626;
51 54 -0.553846153846154;
51 55 -0.511848341232227;
51 56 -0.568047337278107;
51 57 -0.512048192771084;
51 58 -0.443396226415094;
51 59 -0.474860335195531;
51 61 0.88780487804878;
51 62 -0.605128205128205;
51 63 -0.484375;
51 64 -0.456989247311828;
51 65 -0.64390243902439;
51 66 -0.733333333333333;
51 67 0.858895705521472;
51 68 0.873831775700935;
51 69 -0.534883720930233;
51 70 -0.398104265402844;
51 71 -0.585365853658537;
51 72 0.866279069767442;
51 73 -0.401709401709402;
51 75 0.725274725274725;
51 76 0.662650602409639;
52 53 1;
52 57 -1;
52 61 1;
52 65 -0.5;
52 67 1;
52 68 1;
53 60 0.653846153846154;
53 61 0.71957671957672;
53 62 -0.404761904761905;
53 63 -0.47;
53 65 -0.395604395604396;
53 67 0.721428571428571;
53 68 0.763157894736842;
53 72 0.760233918128655;
53 74 0.767241379310345;
53 75 0.865853658536585;
54 58 0.668292682926829;
54 59 0.710059171597633;
54 60 -0.372413793103448;
54 61 -0.464285714285714;
54 64 0.694444444444444;
54 67 -0.541935483870968;
54 68 -0.480392156862745;
54 69 0.654088050314465;
54 70 0.701492537313433;
54 72 -0.43452380952381;
54 76 -0.51219512195122;
55 61 -0.435406698564593;
55 66 0.822222222222222;
55 67 -0.517857142857143;
55 68 -0.438356164383562;
55 71 0.7;
55 72 -0.443820224719101;
56 57 0.687074829931973;
56 61 -0.509316770186335;
56 66 0.733333333333333;
56 67 -0.528571428571429;
56 68 -0.541666666666667;
56 71 0.730769230769231;
56 72 -0.571428571428571;
56 76 -0.368421052631579;
57 61 -0.432098765432099;
57 67 -0.475862068965517;
57 68 -0.476470588235294;
57 71 0.773584905660377;
57 72 -0.453237410071942;
58 59 0.864406779661017;
58 64 0.848958333333333;
58 67 -0.391566265060241;
58 68 -0.393665158371041;
58 69 0.845714285714286;
58 70 0.856481481481482;
58 73 0.859504132231405;
58 76 -0.455555555555556;
59 64 0.94375;
59 65 0.664739884393064;
59 68 -0.455555555555556;
59 69 0.807142857142857;
59 70 0.893258426966292;
59 72 -0.366197183098592;
59 73 0.931034482758621;
59 75 -0.484375;
59 76 -0.491803278688525;
60 61 0.677852348993289;
60 65 -0.384105960264901;
60 66 -0.409090909090909;
60 69 -0.435897435897436;
60 72 0.669565217391304;
60 74 0.66304347826087;
60 75 0.816666666666667;
60 76 0.685185185185185;
61 62 -0.523316062176166;
61 63 -0.470588235294118;
61 65 -0.575757575757576;
61 66 -0.604651162790698;
61 67 0.975460122699387;
61 68 0.821596244131455;
61 69 -0.4;
61 71 -0.508196721311475;
61 72 0.804469273743017;
61 75 0.736263736263736;
61 76 0.650602409638554;
62 66 0.777777777777778;
62 67 -0.529761904761905;
62 68 -0.552238805970149;
62 71 0.705882352941177;
62 72 -0.515527950310559;
62 75 -0.402597402597403;
62 76 -0.449275362318841;
63 67 -0.443396226415094;
63 68 -0.4765625;
63 72 -0.564705882352941;
64 68 -0.396907216494845;
64 69 0.826923076923077;
64 70 0.905263157894737;
64 73 0.88785046728972;
64 75 -0.392405063291139;
64 76 -0.52112676056338;
65 67 -0.641509433962264;
65 68 -0.596153846153846;
65 72 -0.532934131736527;
65 75 -0.379310344827586;
66 67 -0.5;
66 68 -0.644444444444444;
66 71 0.774193548387097;
66 72 -0.65;
66 73 1;
66 75 -0.545454545454545;
66 76 -0.818181818181818;
67 68 0.875;
67 69 -0.467741935483871;
67 71 -0.563106796116505;
67 72 0.870229007633588;
67 73 -0.456521739130435;
67 75 0.784615384615385;
67 76 0.813559322033898;
68 69 -0.494252873563218;
68 71 -0.544715447154472;
68 72 0.939226519337017;
68 75 0.81;
68 76 0.648351648351648;
69 70 0.773255813953488;
69 72 -0.43046357615894;
69 73 0.778947368421053;
69 75 -0.371428571428571;
69 76 -0.492063492063492;
70 73 0.89344262295082;
70 76 -0.443181818181818;
71 72 -0.591397849462366;
71 76 -0.366666666666667;
72 74 0.685185185185185;
72 75 0.849315068493151;
73 76 -0.445945945945946;
74 75 0.793814432989691]
