n = 85
35 72 0.877049180327869;
35 73 0.77;
35 74 0.8203125;
35 75 0.846153846153846;
35 76 0.824074074074074;
35 84 0.8125;
36 37 0.938461538461538;
36 38 0.835897435897436;
36 39 0.803827751196172;
36 40 0.731132075471698;
36 41 0.869369369369369;
36 42 0.859223300970874;
36 43 0.845132743362832;
36 44 0.861538461538462;
36 45 0.830188679245283;
36 48 0.766666666666667;
36 52 0.630841121495327;
36 53 0.882352941176471;
36 54 0.65;
36 55 0.728888888888889;
36 61 0.83030303030303;
36 65 0.793577981651376;
36 68 0.805687203791469;
36 71 0.853080568720379;
36 72 0.855172413793103;
36 73 0.725490196078431;
36 74 0.753333333333333;
36 75 0.781609195402299;
36 76 0.748091603053435;
36 84 0.757142857142857;
37 38 0.968253968253968;
37 39 0.841269841269841;
37 40 0.890625;
37 41 0.969230769230769;
37 42 0.96875;
37 43 0.907692307692308;
37 44 1;
37 45 0.903846153846154;
37 48 0.784615384615385;
37 52 0.815384615384615;
37 53 0.967741935483871;
37 55 1;
37 61 0.972972972972973;
37 64 -0.411764705882353;
37 65 0.875;
37 68 0.9;
37 71 0.962264150943396;
38 39 0.865168539325843;
38 40 0.813186813186813;
38 41 0.90625;
38 42 0.897142857142857;
38 43 0.887179487179487;
38 44 0.91566265060241;
38 45 0.862745098039216;
38 48 0.824858757062147;
38 52 0.721311475409836;
38 53 0.91578947368421;
38 54 0.668421052631579;
38 55 0.762886597938144;
38 61 0.857142857142857;
38 65 0.79144385026738;
38 68 0.845303867403315;
38 71 0.8;
38 72 0.896551724137931;
38 73 0.787234042553192;
38 74 0.80327868852459;
38 75 0.907692307692308;
38 76 0.803921568627451;
38 84 0.80952380952381;
39 40 0.698979591836735;
39 41 0.893203883495146;
39 42 0.92964824120603;
39 43 0.866666666666667;
39 44 0.899441340782123;
39 45 0.867924528301887;
39 48 0.877300613496933;
39 52 0.676616915422886;
39 53 0.868932038834951;
39 54 0.766304347826087;
39 55 0.752380952380952;
39 61 0.826923076923077;
39 65 0.769607843137255;
39 68 0.824120603015075;
39 71 0.818181818181818;
39 72 0.909090909090909;
39 73 0.795918367346939;
39 74 0.854014598540146;
39 75 0.91566265060241;
39 76 0.855932203389831;
39 84 0.852941176470588;
40 41 0.779904306220096;
40 42 0.782383419689119;
40 43 0.741784037558685;
40 44 0.730769230769231;
40 45 0.865384615384615;
40 48 0.798882681564246;
40 53 0.754807692307692;
40 55 0.693396226415094;
40 61 0.730263157894737;
40 65 0.663414634146341;
40 68 0.702020202020202;
40 71 0.762626262626263;
40 72 0.701492537313433;
40 73 0.754901960784314;
40 74 0.630434782608696;
41 42 0.945812807881773;
41 43 0.914798206278027;
41 44 0.942708333333333;
41 45 0.867924528301887;
41 48 0.870056497175141;
41 52 0.687203791469194;
41 53 0.926605504587156;
41 54 0.710659898477157;
41 55 0.783783783783784;
41 61 0.854545454545454;
41 65 0.790697674418605;
41 68 0.875;
41 71 0.836538461538462;
41 72 0.915492957746479;
41 73 0.787878787878788;
41 74 0.843537414965986;
41 75 0.916666666666667;
41 76 0.83969465648855;
41 84 0.8;
42 43 0.917874396135266;
42 44 0.96045197740113;
42 45 0.867924528301887;
42 48 0.88125;
42 52 0.654822335025381;
42 53 0.911330049261084;
42 54 0.688888888888889;
42 55 0.801932367149758;
42 61 0.866666666666667;
42 65 0.800995024875622;
42 68 0.886010362694301;
42 71 0.886010362694301;
42 72 0.921259842519685;
42 73 0.816326530612245;
42 74 0.842105263157895;
42 75 0.933333333333333;
42 76 0.850877192982456;
42 84 0.8;
43 44 0.964285714285714;
43 45 0.792452830188679;
43 48 0.85;
43 52 0.665116279069767;
43 53 0.900900900900901;
43 54 0.675;
43 55 0.778761061946903;
43 61 0.854545454545454;
43 65 0.80365296803653;
43 68 0.886792452830189;
43 71 0.811320754716981;
43 72 0.931506849315068;
43 73 0.794117647058823;
43 74 0.834437086092715;
43 75 0.897727272727273;
43 76 0.825757575757576;
43 84 0.830985915492958;
44 45 0.884615384615385;
44 48 0.859060402684564;
44 52 0.643243243243243;
44 53 0.927083333333333;
44 54 0.725146198830409;
44 55 0.794871794871795;
44 56 0.677083333333333;
44 58 0.682352941176471;
44 61 0.863354037267081;
44 62 0.686046511627907;
44 65 0.813829787234043;
44 68 0.923913043478261;
44 71 0.834254143646409;
44 72 0.944055944055944;
44 73 0.787878787878788;
44 74 0.857142857142857;
44 75 0.918604651162791;
44 76 0.838461538461538;
44 84 0.859154929577465;
45 48 0.867924528301887;
45 52 0.905660377358491;
45 53 0.865384615384615;
45 54 0.711538461538462;
45 55 0.905660377358491;
45 61 0.88;
45 65 0.75;
45 68 0.8125;
45 71 0.867924528301887;
46 47 0.815384615384615;
46 49 0.688775510204082;
46 50 0.82258064516129;
46 51 0.690265486725664;
46 56 0.983870967741935;
46 57 0.971428571428571;
46 58 0.982142857142857;
46 59 0.893023255813953;
46 62 0.990990990990991;
46 63 0.932960893854749;
46 64 -0.548387096774194;
46 66 0.963636363636364;
46 67 0.907317073170732;
46 70 0.985294117647059;
46 77 0.88;
46 78 0.722222222222222;
46 79 1;
46 81 0.987341772151899;
46 83 0.986486486486487;
47 49 0.779569892473118;
47 50 0.917127071823204;
47 51 0.773584905660377;
47 56 0.928571428571429;
47 57 0.797546012269939;
47 58 0.929824561403509;
47 59 0.824390243902439;
47 62 0.929203539823009;
47 63 0.883977900552486;
47 64 -0.494736842105263;
47 66 0.878260869565217;
47 67 0.857868020304569;
47 70 0.809278350515464;
47 77 0.831932773109244;
47 78 0.905982905982906;
47 79 0.912280701754386;
47 80 0.831168831168831;
47 82 0.793650793650794;
48 52 0.821428571428571;
48 53 0.857142857142857;
48 54 0.748571428571429;
48 55 0.754189944134078;
48 61 0.72992700729927;
48 65 0.728323699421965;
48 68 0.8;
48 71 0.824242424242424;
48 72 0.89;
48 73 0.764044943820225;
48 74 0.839622641509434;
48 75 0.875;
48 76 0.835051546391753;
48 84 0.722222222222222;
49 50 0.720670391061452;
49 56 0.781818181818182;
49 57 0.63030303030303;
49 58 0.755102040816326;
49 59 0.699029126213592;
49 62 0.762886597938144;
49 63 0.764705882352941;
49 64 -0.370786516853933;
49 66 0.75;
49 67 0.741116751269036;
49 70 0.676923076923077;
49 77 0.783582089552239;
49 78 0.766917293233083;
49 79 0.897058823529412;
49 80 0.865168539325843;
49 82 0.851351351351351;
50 51 0.726415094339623;
50 56 0.911504424778761;
50 57 0.826086956521739;
50 58 0.911764705882353;
50 59 0.841836734693878;
50 62 0.91;
50 63 0.871951219512195;
50 64 -0.510869565217391;
50 66 0.865979381443299;
50 67 0.827956989247312;
50 70 0.837837837837838;
50 77 0.878260869565217;
50 78 0.836206896551724;
50 79 0.952380952380952;
50 80 0.746835443037975;
50 81 0.746666666666667;
50 82 0.73015873015873;
50 83 0.728571428571429;
51 56 0.857142857142857;
51 57 0.710743801652893;
51 58 0.853658536585366;
51 59 0.702479338842975;
51 62 0.85;
51 63 0.752808988764045;
51 64 -0.366197183098592;
51 66 0.829787234042553;
51 67 0.706896551724138;
51 70 0.701754385964912;
51 79 0.784313725490196;
51 81 0.647887323943662;
52 53 0.677725118483412;
52 54 0.671957671957672;
52 61 0.645161290322581;
52 68 0.646766169154229;
52 71 0.65;
52 74 0.643356643356643;
53 54 0.709183673469388;
53 55 0.787330316742081;
53 61 0.838509316770186;
53 65 0.808411214953271;
53 68 0.859903381642512;
53 71 0.827751196172249;
53 72 0.916666666666667;
53 73 0.77;
53 74 0.826666666666667;
53 75 0.908045977011494;
53 76 0.786259541984733;
53 84 0.845070422535211;
54 61 0.672955974842767;
54 68 0.664864864864865;
54 71 0.648648648648649;
54 72 0.745901639344262;
54 73 0.693877551020408;
54 74 0.803149606299213;
54 75 0.796875;
54 76 0.862385321100917;
54 84 0.73469387755102;
55 61 0.707317073170732;
55 65 0.757990867579909;
55 68 0.758293838862559;
55 71 0.707547169811321;
55 72 0.717241379310345;
55 74 0.666666666666667;
55 75 0.67816091954023;
55 76 0.656488549618321;
55 77 0.625;
55 84 0.704225352112676;
56 57 0.988095238095238;
56 58 0.991228070175439;
56 59 0.944;
56 62 1;
56 63 0.943548387096774;
56 64 -0.774193548387097;
56 66 0.967391304347826;
56 67 0.991735537190083;
56 70 0.991304347826087;
56 72 0.836734693877551;
56 73 0.689655172413793;
56 74 0.660714285714286;
56 75 0.714285714285714;
56 76 0.704545454545455;
56 77 1;
56 78 0.909090909090909;
57 58 1;
57 59 0.87431693989071;
57 62 1;
57 63 0.931506849315068;
57 64 -0.55;
57 66 0.964285714285714;
57 67 0.874285714285714;
57 70 0.988372093023256;
57 77 0.827956989247312;
57 78 0.702127659574468;
57 79 1;
57 80 0.637362637362637;
57 81 0.977011494252874;
57 83 0.975609756097561;
58 59 0.946902654867257;
58 62 1;
58 63 0.946428571428571;
58 64 -0.894736842105263;
58 66 0.967391304347826;
58 67 0.981651376146789;
58 70 1;
58 72 0.836734693877551;
58 73 0.74468085106383;
58 74 0.723404255319149;
58 75 0.714285714285714;
58 76 0.704545454545455;
58 77 1;
58 78 0.909090909090909;
59 62 0.946902654867257;
59 63 0.98936170212766;
59 64 -0.58;
59 66 0.957627118644068;
59 67 0.864485981308411;
59 70 0.901869158878505;
59 77 0.933823529411765;
59 78 0.773722627737226;
59 79 0.971830985915493;
59 80 0.673913043478261;
59 81 0.829545454545455;
59 82 0.644736842105263;
59 83 0.843373493975904;
60 69 0.866666666666667;
60 77 -0.455357142857143;
60 79 -0.416666666666667;
61 65 0.791139240506329;
61 68 0.816993464052288;
61 71 0.814569536423841;
61 72 0.831858407079646;
61 73 0.74468085106383;
61 74 0.758333333333333;
61 75 0.80327868852459;
61 76 0.745098039215686;
61 84 0.702127659574468;
62 63 0.945945945945946;
62 64 -0.894736842105263;
62 66 0.977777777777778;
62 67 1;
62 70 1;
62 72 0.833333333333333;
62 73 0.739130434782609;
62 74 0.760869565217391;
62 75 0.666666666666667;
62 76 0.704545454545455;
62 77 1;
62 78 0.909090909090909;
63 64 -0.805194805194805;
63 66 0.956896551724138;
63 67 0.932960893854749;
63 70 0.943502824858757;
63 77 0.96;
63 78 0.872549019607843;
63 79 0.929824561403509;
63 80 0.892857142857143;
63 81 0.923076923076923;
63 82 0.952380952380952;
63 83 1;
64 66 -0.916666666666667;
64 67 -0.541666666666667;
64 70 -0.573033707865168;
64 77 -0.455882352941176;
64 79 -0.688888888888889;
64 81 -0.454545454545455;
64 83 -0.573770491803279;
65 68 0.759803921568627;
65 71 0.765853658536585;
65 72 0.795774647887324;
65 73 0.639175257731959;
65 74 0.756944444444444;
65 75 0.738095238095238;
65 76 0.704;
65 84 0.757575757575758;
66 67 0.973684210526316;
66 70 0.974789915966387;
66 72 0.652173913043478;
66 73 0.75;
66 77 1;
66 78 0.933333333333333;
66 79 1;
66 80 0.916666666666667;
66 81 1;
66 82 1;
66 83 1;
67 70 0.901477832512315;
67 77 0.825396825396825;
67 78 0.818897637795276;
67 79 0.985507246376812;
67 80 0.775280898876405;
67 81 0.788235294117647;
67 82 0.753424657534247;
67 83 0.775;
68 71 0.761421319796954;
68 72 0.897810218978102;
68 73 0.760416666666667;
68 74 0.804195804195804;
68 75 0.855421686746988;
68 76 0.804878048780488;
68 84 0.742424242424242;
69 77 -0.63265306122449;
69 78 -0.529411764705882;
69 79 -0.617021276595745;
69 80 -0.58695652173913;
69 81 -0.574468085106383;
69 82 -0.611111111111111;
69 83 -0.583333333333333;
70 77 0.896296296296296;
70 78 0.735294117647059;
70 79 1;
70 81 1;
70 83 1;
71 72 0.826388888888889;
71 73 0.792079207920792;
71 74 0.743243243243243;
71 75 0.732558139534884;
71 76 0.707692307692308;
72 73 0.840909090909091;
72 74 0.840579710144927;
72 75 0.918604651162791;
72 76 0.813953488372093;
72 84 0.855072463768116;
73 74 0.666666666666667;
73 75 0.8;
73 76 0.825581395348837;
73 84 0.717948717948718;
74 75 0.792682926829268;
74 76 0.814516129032258;
74 84 0.692307692307692;
75 76 0.845070422535211;
75 84 0.793650793650794;
76 84 0.774647887323944;
77 78 0.738461538461539;
77 79 1;
77 80 0.709302325581395;
77 81 0.831325301204819;
77 82 0.698630136986301;
77 83 0.82051282051282;
78 79 0.920634920634921;
78 80 0.790697674418605;
78 81 0.6375;
78 82 0.768115942028985;
79 80 0.927536231884058;
79 81 1;
79 82 0.962264150943396;
79 83 1;
80 82 0.932432432432432;
81 83 1]
