n = 103
24 25 0.53125;
24 26 0.699346405228758;
24 28 0.730392156862745;
24 29 0.552083333333333;
24 30 0.605128205128205;
24 31 0.527173913043478;
24 32 0.692708333333333;
24 45 -0.0918367346938776;
24 66 -0.100478468899522;
24 69 0.640776699029126;
24 70 0.609375;
24 71 0.875;
24 72 0.761904761904762;
24 73 0.77;
24 78 0.866336633663366;
24 79 0.921052631578947;
24 80 0.951612903225806;
24 81 0.946107784431138;
24 82 0.914772727272727;
24 83 0.745192307692308;
24 84 0.753623188405797;
24 85 0.742990654205608;
24 86 0.8;
24 87 0.936781609195402;
24 88 0.905660377358491;
24 90 0.905;
24 91 0.890995260663507;
24 92 0.953125;
24 93 0.922705314009662;
24 94 0.908108108108108;
24 95 0.876288659793814;
24 98 0.912621359223301;
24 100 0.573333333333333;
24 101 0.629032258064516;
24 102 -0.107142857142857;
25 26 0.780701754385965;
25 27 0.792452830188679;
25 28 0.810126582278481;
25 29 0.76551724137931;
25 30 0.641379310344828;
25 31 0.782608695652174;
25 32 0.801369863013699;
25 33 0.759259259259259;
25 68 0.703947368421053;
25 69 0.770186335403727;
25 70 0.863013698630137;
25 78 0.604938271604938;
25 79 0.594202898550725;
25 80 0.5;
25 81 0.699115044247788;
25 82 0.53030303030303;
25 87 0.511811023622047;
25 88 0.5;
25 90 0.546666666666667;
25 91 0.565217391304348;
25 92 0.529411764705882;
25 93 0.61038961038961;
25 94 0.567164179104478;
25 95 0.61744966442953;
25 98 0.509803921568627;
25 100 0.512820512820513;
25 102 -0.166666666666667;
26 27 0.656441717791411;
26 28 0.940789473684211;
26 29 0.775510204081633;
26 30 0.809210526315789;
26 31 0.732876712328767;
26 32 0.899328859060403;
26 33 0.658536585365854;
26 36 0.512396694214876;
26 68 0.610738255033557;
26 69 0.878980891719745;
26 70 0.821192052980132;
26 71 0.537634408602151;
26 72 0.570552147239264;
26 73 0.574324324324324;
26 78 0.726666666666667;
26 79 0.76978417266187;
26 80 0.669117647058823;
26 81 0.840579710144927;
26 82 0.646666666666667;
26 83 0.54375;
26 84 0.554838709677419;
26 85 0.550632911392405;
26 86 0.550335570469799;
26 87 0.717557251908397;
26 88 0.644171779141104;
26 90 0.690789473684211;
26 91 0.737179487179487;
26 92 0.664473684210526;
26 93 0.764331210191083;
26 94 0.746376811594203;
26 95 0.769230769230769;
26 98 0.690322580645161;
26 100 0.59375;
26 101 0.549019607843137;
26 102 -0.108695652173913;
27 28 0.714975845410628;
27 29 0.8;
27 30 0.586734693877551;
27 31 0.775401069518717;
27 32 0.739795918367347;
27 33 0.94170403587444;
27 68 0.921182266009852;
27 69 0.728971962616822;
27 70 0.771573604060914;
27 78 0.51207729468599;
27 79 0.48989898989899;
27 81 0.574712643678161;
27 91 0.5;
27 93 0.52803738317757;
27 95 0.524752475247525;
27 100 0.671232876712329;
27 101 0.566666666666667;
27 102 -0.148148148148148;
28 29 0.805263157894737;
28 30 0.831578947368421;
28 31 0.707182320441989;
28 32 0.907216494845361;
28 33 0.70952380952381;
28 68 0.661458333333333;
28 69 0.879807692307692;
28 70 0.845360824742268;
28 71 0.608695652173913;
28 72 0.606796116504854;
28 73 0.630208333333333;
28 78 0.755102040816326;
28 79 0.782608695652174;
28 80 0.707182320441989;
28 81 0.84472049689441;
28 82 0.696629213483146;
28 83 0.598039215686274;
28 84 0.595959595959596;
28 85 0.609756097560976;
28 86 0.645161290322581;
28 87 0.733333333333333;
28 88 0.666666666666667;
28 90 0.72020725388601;
28 91 0.742574257425743;
28 92 0.691489361702128;
28 93 0.773399014778325;
28 94 0.761111111111111;
28 95 0.752631578947368;
28 98 0.683417085427136;
28 100 0.652173913043478;
28 101 0.564516129032258;
28 102 -0.107142857142857;
29 30 0.744565217391304;
29 31 0.732142857142857;
29 32 0.819209039548023;
29 33 0.807881773399015;
29 68 0.806451612903226;
29 69 0.809278350515464;
29 70 0.808988764044944;
29 73 0.5;
29 78 0.617021276595745;
29 79 0.605555555555556;
29 80 0.553672316384181;
29 81 0.668831168831169;
29 82 0.5;
29 85 0.49238578680203;
29 87 0.591463414634146;
29 88 0.537688442211055;
29 90 0.593582887700535;
29 91 0.592783505154639;
29 92 0.505555555555556;
29 93 0.594871794871795;
29 94 0.58659217877095;
29 95 0.598930481283422;
29 98 0.544041450777202;
29 100 0.617647058823529;
29 101 0.543859649122807;
30 31 0.603351955307263;
30 32 0.795698924731183;
30 33 0.577889447236181;
30 68 0.547872340425532;
30 69 0.832460732984293;
30 70 0.728260869565217;
30 71 0.619834710743802;
30 72 0.620512820512821;
30 73 0.618279569892473;
30 78 0.689839572192513;
30 79 0.805714285714286;
30 80 0.726744186046512;
30 81 0.74;
30 82 0.582822085889571;
30 83 0.647668393782383;
30 84 0.616580310880829;
30 85 0.646464646464647;
30 86 0.736526946107784;
30 87 0.744186046511628;
30 88 0.649746192893401;
30 90 0.666666666666667;
30 91 0.661538461538462;
30 92 0.595505617977528;
30 93 0.697916666666667;
30 94 0.770588235294118;
30 95 0.694300518134715;
30 98 0.666666666666667;
30 100 0.722222222222222;
30 101 0.688524590163934;
31 32 0.705555555555556;
31 33 0.768421052631579;
31 68 0.743016759776536;
31 69 0.700534759358289;
31 70 0.761111111111111;
31 78 0.581920903954802;
31 79 0.542682926829268;
31 81 0.644295302013423;
31 82 0.530487804878049;
31 87 0.527950310559006;
31 88 0.50531914893617;
31 90 0.553672316384181;
31 91 0.553763440860215;
31 93 0.576923076923077;
31 94 0.51875;
31 95 0.583333333333333;
31 98 0.541436464088398;
31 100 0.558823529411765;
31 101 0.557377049180328;
31 102 -0.0909090909090909;
32 33 0.733668341708543;
32 68 0.685082872928177;
32 69 0.898477157360406;
32 70 0.860103626943005;
32 71 0.5625;
32 72 0.540816326530612;
32 73 0.591160220994475;
32 78 0.706521739130435;
32 79 0.71264367816092;
32 80 0.668604651162791;
32 81 0.846666666666667;
32 82 0.650887573964497;
32 83 0.530927835051546;
32 84 0.590425531914894;
32 85 0.538860103626943;
32 86 0.556818181818182;
32 87 0.690909090909091;
32 88 0.637755102040816;
32 90 0.677595628415301;
32 91 0.684210526315789;
32 92 0.629213483146067;
32 93 0.717277486910995;
32 94 0.68452380952381;
32 95 0.726315789473684;
32 98 0.638297872340426;
32 100 0.602941176470588;
32 101 0.557377049180328;
32 102 -0.127272727272727;
33 68 0.902912621359223;
33 69 0.714285714285714;
33 70 0.753768844221106;
33 78 0.504761904761905;
33 81 0.564971751412429;
33 91 0.493087557603687;
33 93 0.516129032258065;
33 95 0.517073170731707;
33 100 0.64;
33 101 0.532258064516129;
33 102 -0.178571428571429;
34 35 0.850515463917526;
34 36 0.661764705882353;
34 37 0.728323699421965;
34 38 0.704433497536946;
34 39 0.813131313131313;
34 40 0.662857142857143;
34 41 0.790575916230366;
34 42 0.729591836734694;
34 43 0.812807881773399;
34 44 0.810945273631841;
34 45 0.637837837837838;
34 46 0.83743842364532;
34 47 0.8;
34 48 0.777777777777778;
34 49 0.73394495412844;
34 50 0.804054054054054;
34 51 0.854922279792746;
34 52 0.797752808988764;
34 53 0.745562130177515;
34 54 0.777227722772277;
34 55 0.78;
34 56 0.587064676616915;
34 57 0.886138613861386;
34 58 0.741496598639456;
34 59 0.82741116751269;
34 60 0.785714285714286;
34 61 0.78;
34 62 0.78125;
34 63 0.767326732673267;
34 64 0.813559322033898;
34 65 0.78894472361809;
34 66 0.5;
34 67 0.676767676767677;
34 74 0.83743842364532;
34 75 0.813131313131313;
34 76 0.801169590643275;
34 77 0.775;
34 89 0.78974358974359;
34 96 0.796296296296296;
34 97 0.792929292929293;
34 99 0.850746268656716;
34 102 0.75;
35 36 0.673611111111111;
35 37 0.771739130434783;
35 38 0.71563981042654;
35 39 0.825242718446602;
35 40 0.674033149171271;
35 41 0.844221105527638;
35 42 0.774509803921569;
35 43 0.828571428571429;
35 44 0.84688995215311;
35 45 0.625;
35 46 0.753554502369668;
35 47 0.802197802197802;
35 48 0.796116504854369;
35 49 0.747826086956522;
35 50 0.857142857142857;
35 51 0.835820895522388;
35 52 0.857142857142857;
35 53 0.788888888888889;
35 54 0.8;
35 55 0.859903381642512;
35 56 0.62200956937799;
35 57 0.865;
35 58 0.790540540540541;
35 59 0.844660194174757;
35 60 0.801980198019802;
35 61 0.778846153846154;
35 62 0.781094527363184;
35 63 0.788461538461538;
35 64 0.813186813186813;
35 65 0.816425120772947;
35 66 0.560975609756098;
35 67 0.694174757281553;
35 74 0.753554502369668;
35 75 0.849514563106796;
35 76 0.796703296703297;
35 77 0.781512605042017;
35 89 0.771144278606965;
35 96 0.791139240506329;
35 97 0.839805825242718;
35 99 0.852941176470588;
35 102 0.703703703703704;
36 37 0.580152671755725;
36 39 0.564935064935065;
36 40 0.550335570469799;
36 41 0.699300699300699;
36 42 0.653333333333333;
36 43 0.668831168831169;
36 44 0.664473684210526;
36 46 0.612903225806452;
36 47 0.707692307692308;
36 48 0.743421052631579;
36 49 0.632352941176471;
36 50 0.55045871559633;
36 51 0.68;
36 52 0.671052631578947;
36 53 0.5;
36 54 0.655844155844156;
36 55 0.708609271523179;
36 57 0.729166666666667;
36 58 0.630630630630631;
36 59 0.585526315789474;
36 60 0.72027972027972;
36 61 0.671052631578947;
36 62 0.555555555555556;
36 63 0.620915032679739;
36 64 0.606666666666667;
36 65 0.647058823529412;
36 67 0.589403973509934;
36 69 0.5;
36 71 0.535714285714286;
36 74 0.625806451612903;
36 75 0.72108843537415;
36 76 0.684615384615385;
36 77 0.722222222222222;
36 78 0.496402877697842;
36 79 0.532846715328467;
36 86 0.517730496453901;
36 89 0.598639455782313;
36 90 0.552447552447552;
36 91 0.537414965986395;
36 93 0.503355704697987;
36 94 0.496296296296296;
36 96 0.694656488549618;
36 97 0.644736842105263;
36 98 0.54;
36 99 0.734375;
37 38 0.634517766497462;
37 39 0.790575916230366;
37 40 0.581818181818182;
37 41 0.714285714285714;
37 42 0.652849740932642;
37 43 0.719387755102041;
37 44 0.717948717948718;
37 45 0.570621468926554;
37 46 0.65989847715736;
37 47 0.728723404255319;
37 48 0.6875;
37 49 0.80327868852459;
37 50 0.8;
37 51 0.747311827956989;
37 52 0.747126436781609;
37 53 0.724324324324324;
37 54 0.748717948717949;
37 55 0.699481865284974;
37 56 0.551546391752577;
37 57 0.739130434782609;
37 58 0.752;
37 59 0.802083333333333;
37 60 0.717391304347826;
37 61 0.651282051282051;
37 62 0.67027027027027;
37 63 0.742268041237113;
37 64 0.696969696969697;
37 65 0.765625;
37 66 0.521505376344086;
37 67 0.692708333333333;
37 74 0.710659898477157;
37 75 0.722513089005236;
37 76 0.725388601036269;
37 77 0.792307692307692;
37 89 0.756476683937824;
37 96 0.655172413793103;
37 97 0.791666666666667;
37 99 0.851063829787234;
37 102 0.5;
38 39 0.751131221719457;
38 40 0.548717948717949;
38 41 0.621495327102804;
38 42 0.557077625570776;
38 43 0.68141592920354;
38 44 0.754464285714286;
38 45 0.70048309178744;
38 46 0.66079295154185;
38 47 0.622448979591837;
38 48 0.624434389140271;
38 49 0.647540983606557;
38 50 0.703488372093023;
38 51 0.694444444444444;
38 52 0.658415841584158;
38 53 0.678756476683938;
38 54 0.737777777777778;
38 55 0.62780269058296;
38 56 0.584821428571429;
38 57 0.654205607476635;
38 58 0.627450980392157;
38 59 0.742081447963801;
38 60 0.632075471698113;
38 61 0.59375;
38 62 0.728971962616822;
38 63 0.709821428571429;
38 64 0.692307692307692;
38 65 0.671171171171171;
38 66 0.601851851851852;
38 67 0.660633484162896;
38 71 -0.138888888888889;
38 72 -0.0945945945945946;
38 73 -0.130434782608696;
38 74 0.709251101321586;
38 75 0.67741935483871;
38 76 0.675257731958763;
38 77 0.656488549618321;
38 83 -0.0909090909090909;
38 84 -0.0938967136150235;
38 87 -0.0888888888888889;
38 89 0.71889400921659;
38 96 0.614035087719298;
38 97 0.720720720720721;
38 99 0.74025974025974;
38 102 0.607142857142857;
39 40 0.617801047120419;
39 41 0.764423076923077;
39 42 0.714953271028037;
39 43 0.786363636363636;
39 44 0.839449541284404;
39 45 0.688118811881188;
39 46 0.751131221719457;
39 47 0.778947368421053;
39 48 0.75;
39 49 0.78448275862069;
39 50 0.879518072289157;
39 51 0.844339622641509;
39 52 0.771573604060914;
39 53 0.781914893617021;
39 54 0.845454545454545;
39 55 0.755760368663594;
39 56 0.645454545454546;
39 57 0.779904306220096;
39 58 0.8;
39 59 0.874418604651163;
39 60 0.758454106280193;
39 61 0.73394495412844;
39 62 0.8;
39 63 0.811926605504587;
39 64 0.84375;
39 65 0.84331797235023;
39 66 0.649289099526066;
39 67 0.717592592592593;
39 74 0.819004524886878;
39 75 0.786729857819905;
39 76 0.772486772486772;
39 77 0.8;
39 89 0.811320754716981;
39 96 0.75;
39 97 0.852534562211982;
39 99 0.753246753246753;
39 102 0.785714285714286;
40 41 0.73224043715847;
40 42 0.654255319148936;
40 43 0.723076923076923;
40 44 0.616580310880829;
40 45 0.50561797752809;
40 46 0.635897435897436;
40 47 0.695121951219512;
40 48 0.617801047120419;
40 49 0.565217391304348;
40 50 0.592857142857143;
40 51 0.661375661375661;
40 52 0.682291666666667;
40 53 0.648148148148148;
40 54 0.601036269430052;
40 55 0.697916666666667;
40 57 0.668478260869565;
40 58 0.666666666666667;
40 59 0.678947368421053;
40 60 0.664835164835165;
40 61 0.65625;
40 62 0.579234972677596;
40 63 0.632124352331606;
40 64 0.627027027027027;
40 65 0.649214659685864;
40 67 0.573684210526316;
40 74 0.635897435897436;
40 75 0.698924731182796;
40 76 0.660493827160494;
40 77 0.53921568627451;
40 89 0.679144385026738;
40 96 0.625766871165644;
40 97 0.664921465968586;
40 99 0.84;
40 102 0.607142857142857;
41 42 0.85024154589372;
41 43 0.84037558685446;
41 44 0.777251184834123;
41 45 0.576530612244898;
41 46 0.757009345794392;
41 47 0.803191489361702;
41 48 0.808612440191388;
41 49 0.756302521008403;
41 50 0.801204819277108;
41 51 0.84390243902439;
41 52 0.830687830687831;
41 53 0.736559139784946;
41 54 0.727699530516432;
41 55 0.890995260663507;
41 56 0.535545023696682;
41 57 0.831683168316832;
41 58 0.8125;
41 59 0.813397129186603;
41 60 0.815;
41 61 0.796208530805687;
41 62 0.733990147783251;
41 63 0.744075829383886;
41 64 0.71978021978022;
41 65 0.789473684210526;
41 66 0.517241379310345;
41 67 0.650717703349282;
41 74 0.747663551401869;
41 75 0.84390243902439;
41 76 0.838709677419355;
41 77 0.75;
41 89 0.769607843137255;
41 96 0.767295597484277;
41 97 0.799043062200957;
41 99 0.942857142857143;
41 102 0.591836734693878;
42 43 0.756880733944954;
42 44 0.740740740740741;
42 45 0.542713567839196;
42 46 0.698630136986301;
42 47 0.703125;
42 48 0.737089201877934;
42 49 0.663865546218487;
42 50 0.763313609467456;
42 51 0.779904306220096;
42 52 0.805128205128205;
42 53 0.698412698412698;
42 54 0.697247706422018;
42 55 0.753488372093023;
42 56 0.506912442396313;
42 57 0.768115942028985;
42 58 0.831081081081081;
42 59 0.751173708920188;
42 60 0.733009708737864;
42 61 0.728110599078341;
42 62 0.677884615384615;
42 63 0.685185185185185;
42 64 0.708994708994709;
42 65 0.772093023255814;
42 67 0.574766355140187;
42 69 0.495238095238095;
42 74 0.698630136986301;
42 75 0.765258215962441;
42 76 0.759162303664921;
42 77 0.6484375;
42 89 0.712918660287081;
42 96 0.684848484848485;
42 97 0.738317757009346;
42 99 0.819444444444444;
42 102 0.686274509803922;
43 44 0.807174887892377;
43 45 0.62621359223301;
43 46 0.814159292035398;
43 47 0.851282051282051;
43 48 0.745454545454545;
43 49 0.702479338842975;
43 50 0.789473684210526;
43 51 0.865116279069767;
43 52 0.82089552238806;
43 53 0.765625;
43 54 0.758928571428571;
43 55 0.837837837837838;
43 56 0.551569506726457;
43 57 0.841121495327103;
43 58 0.784313725490196;
43 59 0.840909090909091;
43 60 0.796208530805687;
43 61 0.798206278026906;
43 62 0.746478873239437;
43 63 0.762331838565022;
43 64 0.77319587628866;
43 65 0.796380090497738;
43 66 0.52093023255814;
43 67 0.663636363636364;
43 74 0.769911504424779;
43 75 0.824074074074074;
43 76 0.829015544041451;
43 77 0.732824427480916;
43 89 0.768518518518518;
43 96 0.795321637426901;
43 97 0.796380090497738;
43 99 0.883116883116883;
43 102 0.732142857142857;
44 45 0.67156862745098;
44 46 0.776785714285714;
44 47 0.735751295336788;
44 48 0.779816513761468;
44 49 0.768595041322314;
44 50 0.875739644970414;
44 51 0.854460093896714;
44 52 0.798994974874372;
44 53 0.763157894736842;
44 54 0.837837837837838;
44 55 0.786363636363636;
44 56 0.624434389140271;
44 57 0.800947867298578;
44 58 0.796052631578947;
44 59 0.830275229357798;
44 60 0.752380952380952;
44 61 0.733031674208145;
44 62 0.800947867298578;
44 63 0.778280542986425;
44 64 0.817708333333333;
44 65 0.757990867579909;
44 66 0.621495327102804;
44 67 0.701834862385321;
44 74 0.803571428571429;
44 75 0.86046511627907;
44 76 0.769633507853403;
44 77 0.790697674418605;
44 89 0.766355140186916;
44 96 0.791666666666667;
44 97 0.817351598173516;
44 99 0.853333333333333;
44 102 0.678571428571429;
45 46 0.618357487922705;
45 47 0.584269662921348;
45 48 0.567164179104478;
45 49 0.592592592592593;
45 50 0.649350649350649;
45 51 0.634517766497462;
45 52 0.53551912568306;
45 53 0.643243243243243;
45 54 0.668292682926829;
45 55 0.563725490196078;
45 56 0.549019607843137;
45 57 0.618556701030928;
45 58 0.651006711409396;
45 59 0.671641791044776;
45 60 0.61139896373057;
45 61 0.495098039215686;
45 62 0.627551020408163;
45 63 0.635922330097087;
45 64 0.632768361581921;
45 65 0.613861386138614;
45 66 0.510204081632653;
45 67 0.628712871287129;
45 71 -0.149606299212598;
45 72 -0.138613861386139;
45 73 -0.176470588235294;
45 74 0.671497584541063;
45 75 0.649746192893401;
45 76 0.603448275862069;
45 77 0.637931034482759;
45 80 -0.112994350282486;
45 83 -0.115;
45 84 -0.124352331606218;
45 85 -0.095;
45 87 -0.128834355828221;
45 88 -0.0878048780487805;
45 89 0.604060913705584;
45 92 -0.0972972972972973;
45 96 0.549019607843137;
45 97 0.648514851485149;
45 99 0.652777777777778;
45 100 -0.166666666666667;
45 102 0.535714285714286;
46 47 0.724489795918367;
46 48 0.728506787330317;
46 49 0.672131147540984;
46 50 0.715116279069767;
46 51 0.833333333333333;
46 52 0.747524752475248;
46 53 0.797927461139896;
46 54 0.777777777777778;
46 55 0.73542600896861;
46 56 0.535714285714286;
46 57 0.841121495327103;
46 58 0.705882352941177;
46 59 0.764705882352941;
46 60 0.726415094339623;
46 61 0.758928571428571;
46 62 0.742990654205608;
46 63 0.732142857142857;
46 64 0.769230769230769;
46 65 0.761261261261261;
46 66 0.518518518518518;
46 67 0.647058823529412;
46 74 0.885462555066079;
46 75 0.792626728110599;
46 76 0.788659793814433;
46 77 0.725190839694656;
46 89 0.764976958525346;
46 96 0.690058479532164;
46 97 0.752252252252252;
46 99 0.844155844155844;
46 102 0.75;
47 48 0.791666666666667;
47 49 0.768595041322314;
47 50 0.759036144578313;
47 51 0.848648648648649;
47 52 0.791907514450867;
47 53 0.690217391304348;
47 54 0.752577319587629;
47 55 0.796875;
47 56 0.50259067357513;
47 57 0.836065573770492;
47 58 0.706349206349206;
47 59 0.802083333333333;
47 60 0.881720430107527;
47 61 0.81025641025641;
47 62 0.701086956521739;
47 63 0.712820512820513;
47 64 0.757575757575758;
47 65 0.81151832460733;
47 66 0.494623655913978;
47 67 0.638743455497382;
47 74 0.714285714285714;
47 75 0.773684210526316;
47 76 0.848648648648649;
47 77 0.816;
47 89 0.764705882352941;
47 96 0.736111111111111;
47 97 0.81151832460733;
47 99 0.854166666666667;
47 102 0.823529411764706;
48 49 0.739495798319328;
48 50 0.760479041916168;
48 51 0.815165876777251;
48 52 0.781725888324873;
48 53 0.712765957446808;
48 54 0.794520547945205;
48 55 0.76036866359447;
48 56 0.600917431192661;
48 57 0.822966507177033;
48 58 0.758389261744966;
48 59 0.746543778801843;
48 60 0.802884615384615;
48 61 0.752293577981651;
48 62 0.698564593301435;
48 63 0.706422018348624;
48 64 0.747368421052632;
48 65 0.764976958525346;
48 66 0.519047619047619;
48 67 0.646511627906977;
48 74 0.746606334841629;
48 75 0.815165876777251;
48 76 0.783068783068783;
48 77 0.736434108527132;
48 89 0.726415094339623;
48 96 0.751479289940828;
48 97 0.788018433179724;
48 99 0.810810810810811;
48 102 0.672727272727273;
49 50 0.769230769230769;
49 51 0.736842105263158;
49 52 0.717171717171717;
49 53 0.684684684684685;
49 54 0.84297520661157;
49 55 0.725;
49 56 0.529411764705882;
49 57 0.709090909090909;
49 58 0.653333333333333;
49 59 0.825;
49 60 0.73728813559322;
49 61 0.669421487603306;
49 62 0.643478260869565;
49 63 0.727272727272727;
49 64 0.690721649484536;
49 65 0.743801652892562;
49 66 0.58974358974359;
49 67 0.697478991596639;
49 74 0.745901639344262;
49 75 0.729508196721312;
49 76 0.775;
49 77 0.807339449541284;
49 89 0.915966386554622;
49 96 0.717948717948718;
49 97 0.793388429752066;
50 51 0.839506172839506;
50 52 0.785234899328859;
50 53 0.75625;
50 54 0.795321637426901;
50 55 0.794117647058823;
50 56 0.615384615384615;
50 57 0.8;
50 58 0.847619047619048;
50 59 0.862275449101796;
50 60 0.773006134969325;
50 61 0.652941176470588;
50 62 0.810975609756098;
50 63 0.798816568047337;
50 64 0.76056338028169;
50 65 0.80952380952381;
50 66 0.598765432098765;
50 67 0.738095238095238;
50 74 0.767441860465116;
50 75 0.849397590361446;
50 76 0.783950617283951;
50 77 0.743801652892562;
50 89 0.771604938271605;
50 96 0.775;
50 97 0.833333333333333;
50 99 0.804347826086957;
50 101 0.5;
50 102 0.75;
51 52 0.856410256410256;
51 53 0.758241758241758;
51 54 0.827906976744186;
51 55 0.834905660377358;
51 56 0.602803738317757;
51 57 0.897058823529412;
51 58 0.832214765100671;
51 59 0.843601895734597;
51 60 0.801980198019802;
51 61 0.854460093896714;
51 62 0.75609756097561;
51 63 0.769953051643192;
51 64 0.830687830687831;
51 65 0.825471698113208;
51 66 0.541463414634146;
51 67 0.654028436018957;
51 74 0.833333333333333;
51 75 0.825242718446602;
51 76 0.885869565217391;
51 77 0.796747967479675;
51 89 0.782608695652174;
51 96 0.778443113772455;
51 97 0.839622641509434;
51 99 0.906666666666667;
51 102 0.767857142857143;
52 53 0.717647058823529;
52 54 0.795;
52 55 0.848484848484849;
52 56 0.587939698492462;
52 57 0.867724867724868;
52 58 0.84;
52 59 0.802030456852792;
52 60 0.802139037433155;
52 61 0.839195979899497;
52 62 0.752631578947368;
52 63 0.76;
52 64 0.755208333333333;
52 65 0.82741116751269;
52 67 0.690355329949239;
52 74 0.737623762376238;
52 75 0.776041666666667;
52 76 0.818713450292398;
52 77 0.712962962962963;
52 89 0.791666666666667;
52 96 0.726190476190476;
52 97 0.83756345177665;
52 99 0.933333333333333;
52 102 0.740740740740741;
53 54 0.759162303664921;
53 55 0.710526315789474;
53 56 0.626315789473684;
53 57 0.755555555555556;
53 58 0.763358778625954;
53 59 0.797872340425532;
53 60 0.701657458563536;
53 61 0.654450261780105;
53 62 0.723756906077348;
53 63 0.778947368421053;
53 64 0.734567901234568;
53 65 0.792553191489362;
53 66 0.527472527472527;
53 67 0.686170212765957;
53 74 0.766839378238342;
53 75 0.780748663101604;
53 76 0.736263736263736;
53 77 0.705882352941177;
53 89 0.759562841530055;
53 96 0.678571428571429;
53 97 0.803191489361702;
53 99 0.781818181818182;
53 102 0.882352941176471;
54 55 0.746606334841629;
54 56 0.654708520179372;
54 57 0.784037558685446;
54 58 0.776315789473684;
54 59 0.82648401826484;
54 60 0.777251184834123;
54 61 0.747747747747748;
54 62 0.746478873239437;
54 63 0.792792792792793;
54 64 0.798969072164949;
54 65 0.8;
54 66 0.602803738317757;
54 67 0.686363636363636;
54 74 0.831111111111111;
54 75 0.734883720930233;
54 76 0.787564766839378;
54 77 0.846153846153846;
54 89 0.841860465116279;
54 96 0.698224852071006;
54 97 0.831818181818182;
54 99 0.805194805194805;
54 102 0.709090909090909;
55 56 0.55;
55 57 0.819905213270142;
55 58 0.781456953642384;
55 59 0.806451612903226;
55 60 0.793269230769231;
55 61 0.795454545454545;
55 62 0.742857142857143;
55 63 0.722727272727273;
55 64 0.691099476439791;
55 65 0.770642201834862;
55 66 0.514150943396226;
55 67 0.63594470046083;
55 74 0.726457399103139;
55 75 0.802816901408451;
55 76 0.826315789473684;
55 77 0.746153846153846;
55 89 0.755868544600939;
55 96 0.761904761904762;
55 97 0.788990825688073;
55 99 0.907894736842105;
55 102 0.62962962962963;
56 57 0.575471698113208;
56 58 0.576158940397351;
56 59 0.619266055045872;
56 60 0.509523809523809;
56 62 0.580188679245283;
56 63 0.619909502262443;
56 64 0.549222797927461;
56 65 0.602739726027397;
56 66 0.544600938967136;
56 67 0.552511415525114;
56 71 -0.141843971631206;
56 74 0.589285714285714;
56 75 0.58411214953271;
56 76 0.546875;
56 77 0.546875;
56 89 0.602803738317757;
56 96 0.538461538461538;
56 97 0.643835616438356;
56 99 0.61038961038961;
56 102 0.714285714285714;
57 58 0.802631578947368;
57 59 0.793269230769231;
57 60 0.830845771144279;
57 61 0.838862559241706;
57 62 0.748768472906404;
57 63 0.744075829383886;
57 64 0.814207650273224;
57 65 0.822966507177033;
57 67 0.655502392344498;
57 74 0.803738317757009;
57 75 0.838235294117647;
57 76 0.857142857142857;
57 77 0.761538461538461;
57 89 0.759803921568627;
57 96 0.804733727810651;
57 97 0.784688995215311;
57 99 0.935064935064935;
57 102 0.727272727272727;
58 59 0.818791946308725;
58 60 0.746666666666667;
58 61 0.695364238410596;
58 62 0.719178082191781;
58 63 0.748344370860927;
58 64 0.73972602739726;
58 65 0.766666666666667;
58 66 0.503267973856209;
58 67 0.691275167785235;
58 74 0.738562091503268;
58 75 0.790540540540541;
58 76 0.745901639344262;
58 77 0.678571428571429;
58 89 0.791666666666667;
58 96 0.736434108527132;
58 97 0.844594594594595;
58 99 0.901960784313726;
58 100 -0.0967741935483871;
58 102 0.627450980392157;
59 60 0.762135922330097;
59 61 0.729357798165138;
59 62 0.783653846153846;
59 63 0.811926605504587;
59 64 0.794736842105263;
59 65 0.805555555555556;
59 66 0.642857142857143;
59 67 0.720930232558139;
59 74 0.796380090497738;
59 75 0.811320754716981;
59 76 0.825396825396825;
59 77 0.813953488372093;
59 89 0.829383886255924;
59 96 0.754491017964072;
59 97 0.861111111111111;
59 99 0.743243243243243;
59 102 0.727272727272727;
60 61 0.804761904761905;
60 62 0.715;
60 63 0.708133971291866;
60 64 0.730769230769231;
60 65 0.801932367149758;
60 66 0.507246376811594;
60 67 0.657004830917874;
60 74 0.764150943396226;
60 75 0.783653846153846;
60 76 0.824175824175824;
60 77 0.747899159663866;
60 89 0.733990147783251;
60 96 0.700636942675159;
60 97 0.782608695652174;
60 99 0.880597014925373;
60 102 0.611111111111111;
61 62 0.644549763033175;
61 63 0.678733031674208;
61 64 0.75;
61 65 0.789954337899543;
61 67 0.545871559633027;
61 74 0.732142857142857;
61 75 0.725581395348837;
61 76 0.848958333333333;
61 77 0.728682170542636;
61 89 0.734883720930233;
61 96 0.68452380952381;
61 97 0.776255707762557;
61 99 0.853333333333333;
61 102 0.745454545454545;
62 63 0.76303317535545;
62 64 0.737704918032787;
62 65 0.745283018867924;
62 66 0.566502463054187;
62 67 0.679425837320574;
62 74 0.766355140186916;
62 75 0.764705882352941;
62 76 0.693989071038251;
62 77 0.712;
62 89 0.726829268292683;
62 96 0.714285714285714;
62 97 0.757142857142857;
62 99 0.819444444444444;
62 102 0.641509433962264;
63 64 0.756476683937824;
63 65 0.780821917808219;
63 66 0.582159624413146;
63 67 0.715596330275229;
63 74 0.794642857142857;
63 75 0.785046728971963;
