n = 87
76 81 -0.180555555555556;
76 83 -0.164874551971326;
76 85 0.992452830188679;
76 86 1;
77 84 0.66530612244898;
77 85 1;
77 86 1;
78 79 0.68;
78 81 0.910569105691057;
78 83 0.925619834710744;
78 85 -0.23;
78 86 1;
79 86 1;
80 82 0.978571428571429;
80 84 0.977011494252874;
81 83 0.948553054662379;
81 85 -0.165562913907285;
81 86 1;
82 84 0.947368421052632;
82 86 1;
83 85 -0.181184668989547;
83 86 1;
84 85 0.662551440329218;
84 86 1;
85 86 1]
