n = 104
48 65 0.849056603773585;
48 67 0.881773399014778;
48 74 0.634883720930233;
48 75 0.821428571428571;
48 76 0.889162561576355;
48 77 0.810526315789474;
48 89 0.796526054590571;
48 96 0.832904884318766;
48 97 0.904988123515439;
48 99 0.929530201342282;
48 101 -0.270833333333333;
48 102 1;
48 103 1;
49 50 0.869565217391304;
49 51 0.884210526315789;
49 52 0.843137254901961;
49 53 0.938144329896907;
49 54 0.854166666666667;
49 55 0.793814432989691;
49 56 0.771084337349398;
49 57 0.793814432989691;
49 58 0.984126984126984;
49 59 0.807692307692308;
49 60 0.898989898989899;
49 61 0.884615384615385;
49 62 0.801980198019802;
49 63 0.903846153846154;
49 64 0.900990099009901;
49 65 0.883495145631068;
49 66 0.804347826086957;
49 67 0.826086956521739;
49 68 0.568421052631579;
49 70 0.609756097560976;
49 74 0.82;
49 75 0.844444444444444;
49 76 0.823529411764706;
49 77 0.796875;
49 78 0.595238095238095;
49 79 0.708333333333333;
49 86 0.564356435643564;
49 89 0.898989898989899;
49 93 0.571428571428571;
49 95 0.625;
49 96 0.930232558139535;
49 97 0.897959183673469;
50 51 0.842767295597484;
50 52 0.901492537313433;
50 53 0.685897435897436;
50 54 0.842900302114804;
50 55 0.903726708074534;
50 56 0.901898734177215;
50 57 0.886904761904762;
50 58 0.927586206896552;
50 59 0.885542168674699;
50 60 0.706422018348624;
50 61 0.792682926829268;
50 62 0.875796178343949;
50 63 0.864457831325301;
50 64 0.904477611940299;
50 65 0.885542168674699;
50 67 0.828125;
50 74 0.588757396449704;
50 75 0.759146341463415;
50 76 0.882165605095541;
50 77 0.942528735632184;
50 89 0.80064308681672;
50 96 0.830564784053156;
50 97 0.866666666666667;
50 99 0.918454935622318;
50 100 -0.470588235294118;
50 101 -0.272727272727273;
50 102 1;
51 52 0.873684210526316;
51 53 0.6953125;
51 54 0.817283950617284;
51 55 0.879699248120301;
51 56 0.827848101265823;
51 57 0.850785340314136;
51 58 0.899390243902439;
51 59 0.870967741935484;
51 60 0.764127764127764;
51 61 0.886198547215496;
51 62 0.868347338935574;
51 63 0.897058823529412;
51 64 0.907990314769976;
51 65 0.851116625310174;
51 66 0.536895674300254;
51 67 0.825641025641026;
51 74 0.666666666666667;
51 75 0.780246913580247;
51 76 0.878172588832487;
51 77 0.854368932038835;
51 89 0.769820971867008;
51 96 0.819148936170213;
51 97 0.873170731707317;
51 99 0.909090909090909;
51 101 -0.320512820512821;
51 102 0.974025974025974;
51 103 1;
52 53 0.681940700808625;
52 54 0.870886075949367;
52 55 0.930591259640103;
52 56 0.893229166666667;
52 57 0.856368563685637;
52 58 0.936231884057971;
52 59 0.931818181818182;
52 60 0.755050505050505;
52 61 0.84010152284264;
52 62 0.909090909090909;
52 63 0.912718204488778;
52 64 0.943069306930693;
52 65 0.885786802030457;
52 67 0.832446808510638;
52 74 0.643564356435644;
52 75 0.811704834605598;
52 76 0.950520833333333;
52 77 0.927927927927928;
52 89 0.801587301587302;
52 96 0.831491712707182;
52 97 0.911392405063291;
52 99 0.972762645914397;
52 100 -0.224137931034483;
52 101 -0.210526315789474;
52 102 1;
52 103 1;
53 54 0.723880597014925;
53 55 0.720812182741117;
53 56 0.739240506329114;
53 57 0.782945736434108;
53 58 0.75;
53 59 0.721393034825871;
53 60 0.707616707616708;
53 61 0.70573566084788;
53 62 0.691428571428571;
53 63 0.748148148148148;
53 64 0.734146341463415;
53 65 0.778048780487805;
53 66 0.562659846547315;
53 67 0.707253886010363;
53 74 0.664233576642336;
53 75 0.693467336683417;
53 76 0.709923664122137;
53 77 0.794871794871795;
53 89 0.727272727272727;
53 96 0.75;
53 97 0.759305210918114;
53 99 0.684397163120567;
53 101 -0.28125;
53 102 1;
53 103 1;
54 55 0.891826923076923;
54 56 0.869879518072289;
54 57 0.87;
54 58 0.891812865497076;
54 59 0.870892018779343;
54 60 0.76056338028169;
54 61 0.786384976525822;
54 62 0.876675603217158;
54 63 0.843822843822844;
54 64 0.880184331797235;
54 65 0.892271662763466;
54 66 0.54066985645933;
54 67 0.778325123152709;
54 74 0.685057471264368;
54 75 0.791469194312796;
54 76 0.857831325301205;
54 77 0.923076923076923;
54 89 0.867647058823529;
54 96 0.8248730964467;
54 97 0.830985915492958;
54 99 0.861016949152542;
54 101 -0.21875;
54 102 0.936842105263158;
54 103 0.85;
55 56 0.87960687960688;
55 57 0.875318066157761;
55 58 0.933333333333333;
55 59 0.935251798561151;
55 60 0.752403846153846;
55 61 0.836930455635492;
55 62 0.912806539509537;
55 63 0.902612826603325;
55 64 0.936619718309859;
55 65 0.886746987951807;
55 66 0.538271604938272;
55 67 0.837905236907731;
55 74 0.676814988290398;
55 75 0.835748792270531;
55 76 0.91871921182266;
55 77 0.944444444444444;
55 89 0.828358208955224;
55 96 0.863049095607235;
55 97 0.88755980861244;
55 99 0.954385964912281;
55 101 -0.271739130434783;
55 102 0.978021978021978;
55 103 1;
56 57 0.910025706940874;
56 58 0.887537993920973;
56 59 0.871980676328502;
56 60 0.756563245823389;
56 61 0.811594202898551;
56 62 0.862637362637363;
56 63 0.844868735083532;
56 64 0.877068557919622;
56 65 0.908212560386473;
56 67 0.806532663316583;
56 74 0.658018867924528;
56 75 0.760095011876485;
56 76 0.883663366336634;
56 77 0.880733944954128;
56 89 0.83375314861461;
56 96 0.81151832460733;
56 97 0.850961538461538;
56 99 0.898648648648649;
56 101 -0.25;
56 102 0.978947368421053;
56 103 0.95;
57 58 0.914826498422713;
57 59 0.855721393034826;
57 60 0.775561097256858;
57 61 0.84788029925187;
57 62 0.859598853868195;
57 63 0.873449131513648;
57 64 0.872860635696821;
57 65 0.926289926289926;
57 66 0.6;
57 67 0.831202046035806;
57 74 0.677966101694915;
57 75 0.778054862842893;
57 76 0.868894601542416;
57 77 0.795698924731183;
57 89 0.83419689119171;
57 96 0.831550802139037;
57 97 0.886138613861386;
57 99 0.915824915824916;
57 101 -0.222222222222222;
57 102 1;
57 103 1;
58 59 0.949704142011834;
58 60 0.763157894736842;
58 61 0.859281437125748;
58 62 0.930599369085173;
58 63 0.95906432748538;
58 64 0.968299711815562;
58 65 0.913690476190476;
58 67 0.881987577639752;
58 74 0.655172413793103;
58 75 0.816568047337278;
58 76 0.95679012345679;
58 77 0.942857142857143;
58 89 0.860248447204969;
58 96 0.855345911949686;
58 97 0.950292397660819;
58 99 0.954545454545455;
58 100 -0.196428571428571;
58 101 -0.218181818181818;
58 102 1;
58 103 1;
59 60 0.734741784037559;
59 61 0.821176470588235;
59 62 0.909814323607427;
59 63 0.913551401869159;
59 64 0.933025404157044;
59 65 0.872641509433962;
59 66 0.549397590361446;
59 67 0.844827586206897;
59 74 0.663594470046083;
59 75 0.805687203791469;
59 76 0.944444444444444;
59 77 0.899082568807339;
59 89 0.835380835380835;
59 96 0.816793893129771;
59 97 0.908450704225352;
59 99 0.961937716262976;
59 101 -0.231578947368421;
59 102 0.978723404255319;
59 103 0.948717948717949;
60 61 0.795294117647059;
60 62 0.730666666666667;
60 63 0.773892773892774;
60 64 0.760919540229885;
60 65 0.792941176470588;
60 66 0.711538461538462;
60 67 0.734643734643735;
60 74 0.822988505747126;
60 75 0.741706161137441;
60 76 0.752403846153846;
60 77 0.831775700934579;
60 89 0.731707317073171;
60 96 0.794416243654822;
60 97 0.775700934579439;
60 99 0.738095238095238;
60 101 -0.252631578947368;
60 102 1;
60 103 1;
61 62 0.820375335120643;
61 63 0.883177570093458;
61 64 0.840646651270208;
61 65 0.827830188679245;
61 66 0.571428571428571;
61 67 0.854320987654321;
61 74 0.682027649769585;
61 75 0.828978622327791;
61 76 0.85024154589372;
61 77 0.781818181818182;
61 89 0.771498771498772;
61 96 0.820971867007673;
61 97 0.875294117647059;
61 99 0.846153846153846;
61 101 -0.264367816091954;
61 102 0.988372093023256;
61 103 0.975609756097561;
62 63 0.878947368421053;
62 64 0.918848167539267;
62 65 0.873994638069705;
62 67 0.8;
62 74 0.670157068062827;
62 75 0.778378378378378;
62 76 0.906077348066298;
62 77 0.872727272727273;
62 89 0.797183098591549;
62 96 0.826086956521739;
62 97 0.863636363636364;
62 99 0.949790794979079;
62 100 -0.196969696969697;
62 101 -0.184615384615385;
62 102 0.96875;
62 103 1;
63 64 0.929223744292237;
63 65 0.876168224299065;
63 66 0.572792362768496;
63 67 0.865525672371638;
63 74 0.689497716894977;
63 75 0.821176470588235;
63 76 0.944976076555024;
63 77 0.803571428571429;
63 89 0.832116788321168;
63 96 0.846347607052897;
63 97 0.946386946386946;
63 99 0.955017301038062;
63 101 -0.212765957446809;
63 102 0.956989247311828;
63 103 1;
64 65 0.893764434180139;
64 67 0.84578313253012;
64 74 0.664414414414414;
64 75 0.816705336426914;
64 76 0.936320754716981;
64 77 0.928571428571429;
64 89 0.832535885167464;
64 96 0.84788029925187;
64 97 0.908045977011494;
64 99 0.94949494949495;
64 101 -0.22680412371134;
64 102 0.958333333333333;
64 103 0.902439024390244;
65 66 0.550724637681159;
65 67 0.828009828009828;
65 74 0.684331797235023;
65 75 0.786223277909739;
65 76 0.867149758454106;
65 77 0.872549019607843;
65 89 0.837837837837838;
65 96 0.855329949238579;
65 97 0.877647058823529;
65 99 0.914965986394558;
65 101 -0.268041237113402;
65 102 1;
65 103 1;
66 67 0.546599496221662;
66 74 0.799054373522459;
66 75 0.581508515815085;
66 76 0.560794044665012;
66 77 0.721649484536082;
66 89 0.535353535353535;
66 96 0.584183673469388;
66 97 0.584541062801932;
66 99 0.537671232876712;
66 102 0.574468085106383;
66 103 1;
67 74 0.630071599045346;
67 75 0.843520782396088;
67 76 0.850632911392405;
67 77 0.730769230769231;
67 89 0.761421319796954;
67 96 0.795755968169761;
67 97 0.873170731707317;
67 99 0.878048780487805;
67 101 -0.217391304347826;
67 102 0.945054945054945;
67 103 0.975609756097561;
68 69 0.885985748218527;
68 70 0.878531073446328;
69 70 0.911764705882353;
69 100 -0.206185567010309;
70 101 -0.192982456140351;
70 102 0.578947368421053;
70 103 1;
71 72 0.589341692789969;
71 73 0.582582582582583;
71 83 0.565789473684211;
71 85 0.590909090909091;
72 73 0.858974358974359;
72 83 0.738903394255875;
72 84 0.764397905759162;
72 85 0.766584766584767;
72 100 0.965909090909091;
73 83 0.750656167979003;
73 84 0.763636363636364;
73 85 0.7725;
73 100 0.973333333333333;
73 102 -0.150684931506849;
74 75 0.685057471264368;
74 76 0.665094339622642;
74 77 0.798165137614679;
74 83 -0.14987714987715;
74 89 0.665083135391924;
74 96 0.727047146401985;
74 97 0.678815489749431;
74 99 0.618729096989967;
74 101 -0.288659793814433;
74 102 0.979166666666667;
74 103 1;
75 76 0.795620437956204;
75 77 0.796296296296296;
75 89 0.720588235294118;
75 96 0.785714285714286;
75 97 0.81924882629108;
75 99 0.828282828282828;
75 101 -0.252631578947368;
75 102 1;
75 103 1;
76 77 0.873873873873874;
76 89 0.844868735083532;
76 96 0.834645669291339;
76 97 0.934939759036145;
76 99 0.96028880866426;
76 101 -0.197368421052632;
76 102 0.973333333333333;
76 103 0.951219512195122;
77 89 0.81651376146789;
77 96 0.857142857142857;
77 97 0.794392523364486;
77 99 0.878787878787879;
77 100 1;
78 79 0.775725593667546;
78 86 0.86340206185567;
78 90 0.804232804232804;
78 91 0.777777777777778;
78 93 0.830687830687831;
78 94 0.853723404255319;
78 95 0.85792349726776;
78 103 0.743589743589744;
79 86 0.818840579710145;
79 90 0.812967581047382;
79 91 0.808252427184466;
79 93 0.814356435643564;
79 94 0.802005012531328;
79 95 0.723981900452489;
80 81 0.951030927835051;
80 82 0.947916666666667;
80 87 0.958549222797927;
80 88 0.937106918238994;
80 92 0.957816377171216;
80 98 0.942168674698795;
80 101 0.934210526315789;
80 102 -0.266666666666667;
80 103 -0.341463414634146;
81 82 0.975935828877005;
81 83 0.551075268817204;
81 87 0.980978260869565;
81 88 0.965625;
81 92 0.974424552429668;
81 98 0.957178841309824;
81 101 0.96875;
81 102 -0.291666666666667;
81 103 -0.365853658536585;
82 83 0.542234332425068;
82 87 0.978609625668449;
82 88 0.967105263157895;
82 92 0.971354166666667;
82 98 0.961636828644501;
82 101 0.967741935483871;
82 102 -0.271739130434783;
82 103 -0.325;
83 84 0.677333333333333;
83 85 0.862944162436548;
83 87 0.559895833333333;
83 88 0.580858085808581;
83 92 0.537128712871287;
83 100 0.916666666666667;
84 85 0.695652173913043;
84 100 0.96875;
85 100 0.931034482758621;
86 90 0.866180048661801;
86 91 0.879716981132076;
86 93 0.901442307692308;
86 94 0.926470588235294;
86 95 0.922727272727273;
86 103 0.631578947368421;
87 88 0.973244147157191;
87 92 0.977443609022556;
87 98 0.96969696969697;
87 101 0.966292134831461;
87 102 -0.269662921348315;
87 103 -0.341463414634146;
88 92 0.968847352024922;
88 98 0.951219512195122;
88 100 0.645161290322581;
88 101 0.983606557377049;
88 102 -0.15;
88 103 0.8;
89 96 0.813829787234043;
89 97 0.815533980582524;
89 99 0.776556776556777;
89 101 -0.197368421052632;
89 102 0.973333333333333;
89 103 0.951219512195122;
90 91 0.83252427184466;
90 93 0.8625;
90 94 0.875634517766497;
90 95 0.830985915492958;
90 103 0.7;
91 93 0.845410628019324;
91 94 0.874692874692875;
91 95 0.828828828828829;
91 100 0.622448979591837;
92 98 0.968446601941748;
92 101 0.96875;
92 102 -0.28125;
92 103 -0.341463414634146;
93 94 0.883084577114428;
93 95 0.904306220095694;
93 103 0.675675675675676;
94 95 0.933014354066986;
94 103 0.684210526315789;
95 100 0.547368421052632;
95 103 0.609756097560976;
96 97 0.835443037974684;
96 99 0.831541218637993;
96 101 -0.252631578947368;
96 102 1;
96 103 1;
97 99 0.941780821917808;
97 101 -0.247422680412371;
97 102 0.979166666666667;
97 103 1;
98 101 0.96875;
98 102 -0.273684210526316;
98 103 -0.341463414634146;
99 100 -0.173333333333333;
99 101 -0.310810810810811;
99 102 1;
99 103 1;
101 102 -0.28125;
101 103 -0.341463414634146;
102 103 1]
